Year,TotalTDFDistance,Stages,Start,End,Winner of stage,Yellow Jersey,Green jersey,Polka-dot jersey,White jersey,Leader
2014,3659,13.0,Saint-Etienne,Chamrousse,Vincenzo Nibali  (Astana Pro Team),Vincenzo Nibali,Peter Sagan,Joaquim Rodriguez,Romain Bardet,
2014,3659,14.0,Grenoble,Risoul,Rafal Majka  (Tinkoff-Saxo),Vincenzo Nibali,Peter Sagan,Joaquim Rodriguez,Romain Bardet,
2014,3659,15.0,Tallard,Nîmes,Alexander Kristoff  (Team Katusha),Vincenzo Nibali,Peter Sagan,Joaquim Rodriguez,Romain Bardet,
2014,3659,16.0,Carcassonne,Bagnères-de-Luchon,Michael Rogers  (Tinkoff-Saxo),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2014,3659,17.0,Saint Gaudens,Saint-Lary-Soulan Col du Portet,Rafal Majka  (Tinkoff-Saxo),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2014,3659,18.0,Pau,Hautacam,Vincenzo Nibali  (Astana Pro Team),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2014,3659,19.0,Maubourguet Pays du Val d'Adour,Bergerac,Ramunas Navardauskas  (Garmin - Sharp),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2014,3659,20.0,Bergerac,Périgueux,Tony Martin  (Omega Pharma-Quick Step),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2014,3659,21.0,Evry,Paris Champs-Élysées,Marcel Kittel  (Team Giant-Shimano),Vincenzo Nibali,Peter Sagan,Rafal Majka,Thibaut Pinot,
2013,3404,1.0,porto_vecchio,Bastia,Marcel Kittel  (Team Argos-Shimano),Marcel Kittel,Alexander Kristoff,Juan José Lobato Del Valle,Danny Van Poppel,
2013,3404,2.0,Bastia,Ajaccio,Jan Bakelants  (Radioshack Leopard),Jan Bakelants,Marcel Kittel,Pierre Rolland,Michal Kwiatkowski,
2013,3404,3.0,Ajaccio,Calvi,Simon Gerrans  (Orica Greenedge),Jan Bakelants,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,4.0,Nice,Nice,Orica Greenedge,Simon Gerrans,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,5.0,Cagnes-sur-Mer,Marseille,Mark Cavendish  (Omega Pharma-Quick Step),Simon Gerrans,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,6.0,Aix en Provence,Montpellier,André Greipel  (Lotto-Belisol),Daryl Impey,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,7.0,Montpellier,Albi,Peter Sagan  (Cannondale),Daryl Impey,Peter Sagan,Blel Kadri,Michal Kwiatkowski,
2013,3404,8.0,Castres,Ax 3 Domaines,Chris Froome  (Sky Procycling),Chris Froome,Peter Sagan,Pierre Rolland,Nairo Quintana,
2013,3404,9.0,Saint-Girons,Bagnères-de-Bigorre,Daniel Martin  (Garmin - Sharp),Chris Froome,Peter Sagan,Pierre Rolland,Nairo Quintana,
2013,3404,10.0,Saint-Gildas-des-Bois,Saint-Malo,Marcel Kittel  (Team Argos-Shimano),Chris Froome,Peter Sagan,Pierre Rolland,Nairo Quintana,
2013,3404,11.0,Avranches,Mont-Saint-Michel,Tony Martin  (Omega Pharma-Quick Step),Chris Froome,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,12.0,Fougères,Tours,Marcel Kittel  (Team Argos-Shimano),Chris Froome,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,13.0,Tours,Saint-Amand-Montrond,Mark Cavendish  (Omega Pharma-Quick Step),Chris Froome,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,14.0,Saint-Pourçain-sur-Sioule,Lyon,Matteo Trentin  (Omega Pharma-Quick Step),Chris Froome,Peter Sagan,Pierre Rolland,Michal Kwiatkowski,
2013,3404,15.0,Givors,Mont Ventoux,Chris Froome  (Sky Procycling),Chris Froome,Peter Sagan,Mikel Nieve Iturralde,Nairo Quintana,
2013,3404,16.0,Vaison-la-Romaine,Gap,Rui Costa  (Movistar Team),Chris Froome,Peter Sagan,Mikel Nieve Iturralde,Nairo Quintana,
2013,3404,17.0,Embrun,Chorges,Chris Froome  (Sky Procycling),Chris Froome,Peter Sagan,Mikel Nieve Iturralde,Nairo Quintana,
2013,3404,18.0,Gap,Alpe d'Huez,Christophe Riblon  (Ag2R La Mondiale),Chris Froome,Peter Sagan,Christophe Riblon,Nairo Quintana,
2013,3404,19.0,Bourg-d'Oisans,le_grand_bornand,Rui Costa  (Movistar Team),Chris Froome,Peter Sagan,Pierre Rolland,Nairo Quintana,
2013,3404,20.0,Annecy,Annecy - Semnoz,Nairo Quintana  (Movistar Team),Chris Froome,Peter Sagan,Nairo Quintana,Andrew Talansky,
2013,3404,21.0,Versailles,Paris Champs-Élysées,Marcel Kittel  (Team Argos-Shimano),Chris Froome,Peter Sagan,Nairo Quintana,Nairo Quintana,
2012,3497,0.0,Liège,Liège,Fabian Cancellara  (Radioshack-Nissan),Fabian Cancellara,Bradley Wiggins,Nan,Tejay Van Garderen,
2012,3497,1.0,Liège,Seraing,Peter Sagan  (Liquigas-Cannondale),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,2.0,Visé,Tournai,Mark Cavendish  (Sky Procycling),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,3.0,Orchies,Boulogne-sur-Mer,Peter Sagan  (Liquigas-Cannondale),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,4.0,Abbeville,Rouen,André Greipel  (Lotto-Belisol Team),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,5.0,Rouen,St-Quentin,André Greipel  (Lotto-Belisol Team),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,6.0,Épernay,Metz,Peter Sagan  (Liquigas-Cannondale),Fabian Cancellara,Peter Sagan,Michael Mørkøv,Tejay Van Garderen,
2012,3497,7.0,Tomblaine,La Planche des Belles Filles,Chris Froome  (Sky Procycling),Bradley Wiggins,Peter Sagan,Chris Froome,Rein Taaramäe,
2012,3497,8.0,Belfort,Porrentruy,Thibaut Pinot  (Fdj-Bigmat),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Rein Taaramäe,
2012,3497,9.0,Arc-et-Senans,Besançon,Bradley Wiggins  (Sky Procycling),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,10.0,Macon,Bellegarde-sur-Valserine,Thomas Voeckler  (Team Europcar),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2012,3497,11.0,Albertville,La Toussuire,Pierre Rolland  (Team Europcar),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,12.0,Saint-Jean-de-Maurienne,Annonay Davézieux,David Millar  (Garmin-Sharp),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,13.0,Saint-Paul -Trois-Châteaux,Le Cap d'Agde,André Greipel  (Lotto-Belisol Team),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,14.0,Limoux,Foix,Luis Leon Sanchez  (Rabobank Cycling Team),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,15.0,Samatan,Pau,Pierrick Fedrigo  (Fdj-Bigmat),Bradley Wiggins,Peter Sagan,Fredrik Kessiakoff,Tejay Van Garderen,
2012,3497,16.0,Pau,Bagnères-de-Luchon,Thomas Voeckler  (Team Europcar),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2012,3497,17.0,Bagnères-de-Luchon,Peyragudes,Alejandro Valverde  (Movistar Team),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2012,3497,18.0,Blagnac,Brive-la-Gaillarde,Mark Cavendish  (Sky Procycling),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2012,3497,19.0,Bonneval,Chartres,Bradley Wiggins  (Sky Procycling),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2012,3497,20.0,Rambouillet,Paris Champs-Élysées,Mark Cavendish  (Sky Procycling),Bradley Wiggins,Peter Sagan,Thomas Voeckler,Tejay Van Garderen,
2011,3630,1.0,Passage du Gois,Mont des Alouettes,Philippe Gilbert  (Omega Pharma - Lotto),Philippe Gilbert,Cadel Evans,Thor Hushovd,Geraint Thomas,
2011,3630,2.0,Les Essarts,Les Essarts,Team Garmin - Cervelo,Thor Hushovd,Philippe Gilbert,Cadel Evans,Geraint Thomas,
2011,3630,3.0,Olonne-sur-Mer,Redon,Tyler Farrar  (Team Garmin - Cervelo),Thor Hushovd,José Rojas,Philippe Gilbert,Geraint Thomas,
2011,3630,4.0,Lorient,Mûr-de-Bretagne Guerlédan,Cadel Evans  (Bmc Racing Team),Thor Hushovd,José Rojas,Cadel Evans,Geraint Thomas,
2011,3630,5.0,Carhaix,Cap Fréhel,Mark Cavendish  (Htc - Highroad),Thor Hushovd,Philippe Gilbert,Cadel Evans,Geraint Thomas,
2011,3630,6.0,Dinan,Lisieux,Edvald Boasson-Hagen  (Sky Procycling),Thor Hushovd,Philippe Gilbert,Johnny Hoogerland,Geraint Thomas,
2011,3630,7.0,Le Mans,Chateauroux,Mark Cavendish  (Htc - Highroad),Thor Hushovd,José Rojas,Johnny Hoogerland,Robert Gesink,
2011,3630,8.0,Aigurande,Super-Besse Sancy,Rui Costa  (Movistar Team),Thor Hushovd,Philippe Gilbert,Tejay Van Garderen,Robert Gesink,
2011,3630,9.0,Issoire,Saint-Flour,Luis Leon Sanchez  (Rabobank Cycling Team),Thomas Voeckler,Philippe Gilbert,Johnny Hoogerland,Robert Gesink,
2011,3630,10.0,Aurillac,Carmaux,André Greipel  (Omega Pharma - Lotto),Thomas Voeckler,Philippe Gilbert,Johnny Hoogerland,Robert Gesink,
2011,3630,11.0,Blaye-les-Mines,Lavaur,Mark Cavendish  (Htc - Highroad),Thomas Voeckler,Mark Cavendish,Johnny Hoogerland,Robert Gesink,
2011,3630,12.0,Cugnaux,Luz-Ardiden,Samuel Sanchez  (Euskaltel - Euskadi),Thomas Voeckler,Mark Cavendish,Samuel Sanchez,Arnold Jeannesson,
2011,3630,13.0,Pau,Lourdes,Thor Hushovd  (Team Garmin - Cervelo),Thomas Voeckler,Mark Cavendish,Jérémy Roy,Arnold Jeannesson,
2011,3630,14.0,Saint Gaudens,plateau_de_beille,Jelle Vanendert  (Omega Pharma - Lotto),Thomas Voeckler,Mark Cavendish,Jelle Vanendert,Rigoberto Uran,
2011,3630,15.0,Limoux,Montpellier,Mark Cavendish  (Htc - Highroad),Thomas Voeckler,Mark Cavendish,Jelle Vanendert,Rigoberto Uran,
2011,3630,16.0,Saint-Paul -Trois-Châteaux,Gap,Thor Hushovd  (Team Garmin - Cervelo),Thomas Voeckler,Mark Cavendish,Jelle Vanendert,Rigoberto Uran,
2011,3630,17.0,Gap,Pinerolo,Edvald Boasson-Hagen  (Sky Procycling),Thomas Voeckler,Mark Cavendish,Jelle Vanendert,Rigoberto Uran,
2011,3630,18.0,Pinerolo,Galibier Serre-Chevalier,Andy Schleck  (Team Leopard-Trek),Thomas Voeckler,Mark Cavendish,Jelle Vanendert,Rein Taaramäe,
2011,3630,19.0,Modane Valfréjus,L'Alpe-d'Huez,Pierre Rolland  (Team Europcar),Andy Schleck,Mark Cavendish,Samuel Sanchez,Pierre Rolland,
2011,3630,20.0,Grenoble,Grenoble,Tony Martin  (Htc - Highroad),Cadel Evans,Mark Cavendish,Samuel Sanchez,Pierre Rolland,
2011,3630,21.0,Créteil,Paris Champs-Élysées,Mark Cavendish  (Htc - Highroad),Cadel Evans,Mark Cavendish,Samuel Sanchez,Pierre Rolland,
2010,3642,0.0,Rotterdam,Rotterdam,Fabian Cancellara  (Team Saxo Bank),Fabian Cancellara,David Millar,Nan,Tony Martin,
2010,3642,1.0,Rotterdam,Bruxelles,Alessandro Petacchi  (Lampre - Farnese),Fabian Cancellara,Alessandro Petacchi,Nan,Tony Martin,
2010,3642,2.0,Bruxelles,Spa,Sylvain Chavanel  (Quick Step),Sylvain Chavanel,Alessandro Petacchi,Jérôme Pineau,Tony Martin,
2010,3642,3.0,Wanze,Arenberg Porte du Hainaut,Thor Hushovd  (Cervelo Test Team),Fabian Cancellara,Thor Hushovd,Jérôme Pineau,Geraint Thomas,
2010,3642,4.0,Cambrai,Reims,Alessandro Petacchi  (Lampre - Farnese),Fabian Cancellara,Thor Hushovd,Jérôme Pineau,Geraint Thomas,
2010,3642,5.0,Épernay,Montargis,Mark Cavendish  (Team Htc - Columbia),Fabian Cancellara,Thor Hushovd,Jérôme Pineau,Geraint Thomas,
2010,3642,6.0,Montargis,Gueugnon,Mark Cavendish  (Team Htc - Columbia),Fabian Cancellara,Thor Hushovd,Jérôme Pineau,Geraint Thomas,
2010,3642,7.0,Tournus,Station des Rousses,Sylvain Chavanel  (Quick Step),Sylvain Chavanel,Thor Hushovd,Jérôme Pineau,Andy Schleck,
2010,3642,8.0,Station des Rousses,Morzine,Andy Schleck  (Team Saxo Bank),Cadel Evans,Thor Hushovd,Jérôme Pineau,Andy Schleck,
2010,3642,9.0,Morzine,Saint-Jean-de-Maurienne,Sandy Casar  (Fdj),Andy Schleck,Thor Hushovd,Anthony Charteau,Robert Gesink,
2010,3642,10.0,Chambéry,Gap,Sergio Miguel Moreira Paulinho  (Team Radioshack),Andy Schleck,Thor Hushovd,Jérôme Pineau,Robert Gesink,
