Year,TotalTDFDistance,Stages,Start,End,Winner of stage,Yellow Jersey,Green jersey,Polka-dot jersey,White jersey,Leader
1949,4808,16.0,Cannes,Briançon,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1949,4808,17.0,Briançon,Aoste,Fausto Coppi  (Italie),Fausto Coppi,,Nan,,
1949,4808,18.0,Aoste,Lausanne,Vincenzo Rossello  (Italie),Fausto Coppi,,Nan,,
1949,4808,19.0,Lausanne,Colmar,Raphaël Geminiani  (France),Fausto Coppi,,Nan,,
1949,4808,20.0,Colmar,Nancy,Fausto Coppi  (Italie),Fausto Coppi,,Nan,,
1949,4808,21.0,Nancy,Paris,Rik Van Steenbergen  (Belgique),Fausto Coppi,,Fausto Coppi,,
1948,4922,1.0,Paris,Trouville,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1948,4922,2.0,Trouville,Dinard,Vincenzo Rossello  (Italie),Jean Engels,,Nan,,
1948,4922,3.0,Dinard,Nantes,Guy Lapebie  (Centre-Sud Ouest),Louison Bobet,,Nan,,
1948,4922,4.0,Nantes,La Rochelle,Jacques Pras  (Centre-Sud Ouest),Roger Lambrecht,,Nan,,
1948,4922,5.0,La Rochelle,Bordeaux,Raoul Remy  (Sud-Est),Roger Lambrecht,,Nan,,
1948,4922,6.0,Bordeaux,Biarritz,Louison Bobet  (France),Louison Bobet,,Nan,,
1948,4922,7.0,Biarritz,Lourdes,Gino Bartali  (Italie),Louison Bobet,,Nan,,
1948,4922,8.0,Lourdes,Toulouse,Gino Bartali  (Italie),Louison Bobet,,Nan,,
1948,4922,9.0,Toulouse,Montpellier,Raymond Impanis  (Belgique),Louison Bobet,,Nan,,
1948,4922,10.0,Montpellier,Marseille,Raymond Impanis  (Belgique),Louison Bobet,,Nan,,
1948,4922,11.0,Marseille,San Remo,Gino Sciardis  (Internationaux),Louison Bobet,,Nan,,
1948,4922,12.0,San Remo,Cannes,Louison Bobet  (France),Louison Bobet,,Nan,,
1948,4922,13.0,Cannes,Briançon,Gino Bartali  (Italie),Louison Bobet,,Nan,,
1948,4922,14.0,Briançon,Aix-les-Bains,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1948,4922,15.0,Aix-les-Bains,Lausanne,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1948,4922,16.0,Lausanne,Mulhouse,Edward Van Dijck  (Belgique),Gino Bartali,,Nan,,
1948,4922,17.0,Mulhouse,Strasbourg,Roger Lambrecht  (Internationaux),Gino Bartali,,Nan,,
1948,4922,18.0,Strasbourg,Metz,Giovanni Corrieri  (Italie),Gino Bartali,,Nan,,
1948,4922,19.0,Metz,Liège,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1948,4922,20.0,Liège,Roubaix,Bernard Gauthier  (Sud-Est),Gino Bartali,,Nan,,
1948,4922,21.0,Roubaix,Paris,Giovanni Corrieri  (Italie),Gino Bartali,,Gino Bartali,,
1947,4642,1.0,Paris,Lille,Ferdi Kubler  (Suisse/Luxembourg),Ferdi Kubler,,Nan,,
1947,4642,2.0,Lille,Bruxelles,René Vietto  (France),René Vietto,,Nan,,
1947,4642,3.0,Bruxelles,Luxembourg,Aldo Ronconi  (Italie),René Vietto,,Nan,,
1947,4642,4.0,Luxembourg,Strasbourg,Jean Robic  (Ouest),René Vietto,,Nan,,
1947,4642,5.0,Strasbourg,Besançon,Ferdi Kubler  (Suisse/Luxembourg),René Vietto,,Nan,,
1947,4642,6.0,Besançon,Lyon,Lucien Teisseire  (France),René Vietto,,Nan,,
1947,4642,7.0,Lyon,Grenoble,Jean Robic  (Ouest),Aldo Ronconi,,Nan,,
1947,4642,8.0,Grenoble,Briançon,Fermo Camellini  (Pays-Bas/Etrangers De France),Aldo Ronconi,,Nan,,
1947,4642,9.0,Briançon,Digne-les-Bains,René Vietto  (France),René Vietto,,Nan,,
1947,4642,10.0,Digne-les-Bains,Nice,Fermo Camellini  (Pays-Bas/Etrangers De France),René Vietto,,Nan,,
1947,4642,11.0,Nice,Marseille,Edouard Fachleitner  (France),René Vietto,,Nan,,
1947,4642,12.0,Marseille,Montpellier,Henri Massal  (France),René Vietto,,Nan,,
1947,4642,13.0,Montpellier,Carcassonne,Lucien Teisseire  (France),René Vietto,,Nan,,
1947,4642,14.0,Carcassonne,Luchon,Albert Bourlon  (Centre-Sud Ouest),René Vietto,,Nan,,
1947,4642,15.0,Luchon,Pau,Jean Robic  (Ouest),René Vietto,,Nan,,
1947,4642,16.0,Pau,Bordeaux,Pierre Tacca  (Italie),René Vietto,,Nan,,
1947,4642,17.0,Bordeaux,Les Sables,Eloi Tassin  (Ouest),René Vietto,,Nan,,
1947,4642,18.0,Les Sables,Nantes,Pietro Tarchini  (Suisse/Luxembourg),René Vietto,,Nan,,
1947,4642,19.0,Vannes,Saint-Brieuc,Raymond Impanis  (Belgique),Pierre Brambilla,,Nan,,
1947,4642,20.0,Saint-Brieuc,Caen,Maurice Diot  (Ile De France),Pierre Brambilla,,Nan,,
1947,4642,21.0,Caen,Paris,Brik Schotte  (Belgique),Jean Robic,,Pierre Brambilla,,
1939,4224,1.0,Paris,Caen,Amédée Fournier  (Nord Est-Ile De France),Amédée Fournier,,Nan,,
1939,4224,2.1,Caen,Vire,Romain Maes  (Belgique),Romain Maes,,Nan,,
1939,4224,2.2,Vire,Rennes,Eloi Tassin  (Ouest),Jean Fontenay,,Nan,,
1939,4224,3.0,Rennes,Brest,Pierre-Marie Cloarec  (Ouest),Jean Fontenay,,Nan,,
1939,4224,4.0,Brest,Lorient,Raymond Louviot  (France),René Vietto,,Nan,,
1939,4224,5.0,Lorient,Nantes,Amédée Fournier  (Nord Est-Ile De France),René Vietto,,Nan,,
1939,4224,6.1,Nantes,La Rochelle,Lucien Storme  (Belgique),René Vietto,,Nan,,
1939,4224,6.2,La Rochelle,Royan,Edmond Pages  (Sud-Ouest),René Vietto,,Nan,,
1939,4224,7.0,Royan,Bordeaux,Raymond Passat  (Sud-Ouest),René Vietto,,Nan,,
1939,4224,8.1,Bordeaux,Salies-de-Béarn,Marcel Kint  (Belgique),René Vietto,,Nan,,
1939,4224,8.2,Salies-de-Béarn,Pau,Karl Litschi  (Suisse),René Vietto,,Nan,,
1939,4224,9.0,Pau,Toulouse,Edward Vissers  (Belgique),René Vietto,,Nan,,
1939,4224,10.1,Toulouse,Narbonne,Pierre Jaminet  (France),René Vietto,,Nan,,
1939,4224,10.2,Narbonne,Béziers,Maurice Archambaud  (Nord Est-Ile De France),René Vietto,,Nan,,
1939,4224,10.3,Béziers,Montpellier,Maurice Archambaud  (Nord Est-Ile De France),René Vietto,,Nan,,
1939,4224,11.0,Montpellier,Marseille,Fabien Galateau  (Sud-Est),René Vietto,,Nan,,
1939,4224,12.1,Marseille,Saint-Raphaël,François Neuens  (Luxembourg),René Vietto,,Nan,,
1939,4224,12.2,Saint-Raphaël,Monaco,Maurice Archambaud  (Nord Est-Ile De France),René Vietto,,Nan,,
1939,4224,13.0,Monaco,Monaco,Pierre Gallien  (Nord Est-Ile De France),René Vietto,,Nan,,
1939,4224,14.0,Monaco,Digne-les-Bains,Pierre-Marie Cloarec  (Ouest),René Vietto,,Nan,,
1939,4224,15.0,Digne-les-Bains,Briançon,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1939,4224,16.1,Briançon,Bonneval-sur-Arc,Pierre Jaminet  (France),Sylvère Maes,,Nan,,
1939,4224,16.2,Bonneval-sur-Arc,Bourg Saint Maurice,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1939,4224,16.3,Bourg Saint Maurice,Annecy,Antoon Van Schendel  (Pays-Bas),Sylvère Maes,,Nan,,
1939,4224,17.1,Annecy,Dole,François Neuens  (Luxembourg),Sylvère Maes,,Nan,,
1939,4224,17.2,Dole,Dijon,Maurice Archambaud  (Nord Est-Ile De France),Sylvère Maes,,Nan,,
1939,4224,18.1,Dijon,Troyes,René Le Greves  (Ouest),Sylvère Maes,,Nan,,
1939,4224,18.2,Troyes,Paris,Marcel Kint  (Belgique),Sylvère Maes,,Sylvère Maes,,
1938,4694,1.0,Paris,Caen,Willi Oberbeck  (Allemagne),Willi Oberbeck,,Nan,,
1938,4694,2.0,Caen,Saint-Brieuc,Jean Majerus  (Luxembourg),Jean Majerus,,Nan,,
1938,4694,3.0,Saint-Brieuc,Nantes,Gerrit Schulte  (Pays-Bas),Jean Majerus,,Nan,,
1938,4694,4.1,Nantes,La Roche-sur-Yon,Eloi Meulenberg  (Belgique),Jean Majerus,,Nan,,
1938,4694,4.2,La Roche-sur-Yon,La Rochelle,Eloi Meulenberg  (Belgique),Jean Majerus,,Nan,,
1938,4694,4.3,La Rochelle,Royan,Félicien Vervaecke  (Belgique),Jean Majerus,,Nan,,
1938,4694,5.0,Royan,Bordeaux,Eloi Meulenberg  (Belgique),Jean Majerus,,Nan,,
1938,4694,6.1,Bordeaux,Arcachon,Jules Rossi  (Italie),Jean Majerus,,Nan,,
1938,4694,6.2,Arcachon,Bayonne,Glauco Servadei  (Italie),André Leducq,,Nan,,
1938,4694,7.0,Bayonne,Pau,Théo Middelkamp  (Pays-Bas),André Leducq,,Nan,,
1938,4694,8.0,Pau,Luchon,Félicien Vervaecke  (Belgique),Félicien Vervaecke,,Nan,,
1938,4694,9.0,Luchon,Perpignan,Jean Frechaut  (France),Félicien Vervaecke,,Nan,,
1938,4694,10.1,Perpignan,Narbonne,Antoon Van Schendel  (Pays-Bas),Félicien Vervaecke,,Nan,,
1938,4694,10.2,Narbonne,Béziers,Félicien Vervaecke  (Belgique),Félicien Vervaecke,,Nan,,
1938,4694,10.3,Béziers,Montpellier,Antonin Magne  (France),Félicien Vervaecke,,Nan,,
1938,4694,11.0,Montpellier,Marseille,Gino Bartali  (Italie),Félicien Vervaecke,,Nan,,
1938,4694,12.0,Marseille,Cannes,Jean Frechaut  (France),Félicien Vervaecke,,Nan,,
1938,4694,13.0,Cannes,Digne-les-Bains,Dante Gianello  (Bleuets),Félicien Vervaecke,,Nan,,
1938,4694,14.0,Digne-les-Bains,Briançon,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1938,4694,15.0,Briançon,Aix-les-Bains,Marcel Kint  (Belgique),Gino Bartali,,Nan,,
1938,4694,16.0,Aix-les-Bains,Besançon,Marcel Kint  (Belgique),Gino Bartali,,Nan,,
1938,4694,17.1,Besançon,Belfort,Emile ''Junior'' Masson  (Belgique),Gino Bartali,,Nan,,
1938,4694,17.2,Belfort,Strasbourg,Emile ''Junior'' Masson  (Belgique),Gino Bartali,,Nan,,
1938,4694,18.0,Strasbourg,Metz,Marcel Kint  (Belgique),Gino Bartali,,Nan,,
1938,4694,19.0,Metz,Reims,Fabien Galateau  (Cadets),Gino Bartali,,Nan,,
1938,4694,20.1,Reims,Laon,Glauco Servadei  (Italie),Gino Bartali,,Nan,,
1938,4694,20.2,Laon,St-Quentin,Félicien Vervaecke  (Belgique),Gino Bartali,,Gino Bartali,,
1938,4694,20.3,St-Quentin,Lille,François Neuville  (Belgique),Gino Bartali,,Gino Bartali,,
1938,4694,21.0,Lille,Paris,Antonin Magne  (France),Gino Bartali,,Nan,,
1938,4694,21.0,Lille,Paris,André Leducq  (Cadets),Gino Bartali,,Nan,,
1937,4415,1.0,Paris,Lille,Jean Majerus  (Luxembourg),Jean Majerus,,Nan,,
1937,4415,2.0,Lille,Charleville-Mézières,Maurice Archambaud  (France),Jean Majerus,,Nan,,
1937,4415,3.0,Charleville-Mézières,Metz,Walter Generati  (Italie),Marcel Kint,,Nan,,
1937,4415,4.0,Metz,Belfort,Erich Bautz  (Allemagne),Erich Bautz,,Nan,,
1937,4415,5.1,Belfort,Lons-le-Saunier,Henri Puppo  (Touristes Routiers),Erich Bautz,,Nan,,
1937,4415,5.2,Lons-le-Saunier,Champagnole,Sylvère Maes  (Belgique),Erich Bautz,,Nan,,
1937,4415,5.3,Champagnole,Genève,Léo Amberg  (Suisse),Erich Bautz,,Nan,,
1937,4415,6.0,Genève,Aix-les-Bains,Gustaaf Deloor  (Touristes Routiers),Erich Bautz,,Nan,,
1937,4415,7.0,Aix-les-Bains,Grenoble,Gino Bartali  (Italie),Gino Bartali,,Nan,,
1937,4415,8.0,Grenoble,Briançon,Otto Weckerling  (Allemagne),Gino Bartali,,Nan,,
1937,4415,9.0,Briançon,Digne-les-Bains,Roger Lapebie  (France),Sylvère Maes,,Nan,,
1937,4415,10.0,Digne-les-Bains,Nice,Félicien Vervaecke  (Belgique),Sylvère Maes,,Nan,,
1937,4415,11.1,Nice,Toulon,Eloi Meulenberg  (Belgique),Sylvère Maes,,Nan,,
1937,4415,11.2,Toulon,Marseille,Gustave Danneels  (Belgique),Sylvère Maes,,Nan,,
1937,4415,12.1,Marseille,Nîmes,Alphonse Antoine  (Touristes Routiers),Sylvère Maes,,Nan,,
1937,4415,12.2,Nîmes,Montpellier,René Pedroli  (Suisse),Sylvère Maes,,Nan,,
1937,4415,13.1,Montpellier,Narbonne,Francesco Camusso  (Italie),Sylvère Maes,,Nan,,
1937,4415,13.2,Narbonne,Perpignan,Eloi Meulenberg  (Belgique),Sylvère Maes,,Nan,,
1937,4415,14.1,Perpignan,Bourg-Madame,Eloi Meulenberg  (Belgique),Sylvère Maes,,Nan,,
1937,4415,14.2,Bourg-Madame,Ax-les-Thermes,Mariano Canardo  (Espagne),Sylvère Maes,,Nan,,
1937,4415,14.3,Ax-les-Thermes,Luchon,Eloi Meulenberg  (Belgique),Sylvère Maes,,Nan,,
1937,4415,15.0,Luchon,Pau,Julian Berrendero  (Espagne),Sylvère Maes,,Nan,,
1937,4415,16.0,Pau,Bordeaux,Paul Chocque  (France),Sylvère Maes,,Nan,,
1937,4415,17.1,Bordeaux,Royan,Erich Bautz  (Allemagne),Roger Lapebie,,Nan,,
1937,4415,17.2,Royan,Saintes,Adolphe Braeckeveldt  (Touristes Routiers),Roger Lapebie,,Nan,,
1937,4415,17.2,Royan,Saintes,Heinz Wengler  (Allemagne),Roger Lapebie,,Nan,,
1937,4415,17.3,Saintes,La Rochelle,Roger Lapebie  (France),Roger Lapebie,,Nan,,
1937,4415,18.1,La Rochelle,La Roche-sur-Yon,Roger Lapebie  (France),Roger Lapebie,,Nan,,
1937,4415,18.2,La Roche-sur-Yon,Rennes,Paul Chocque  (France),Roger Lapebie,,Nan,,
1937,4415,19.1,Rennes,Vire,Raymond Passat  (Touristes Routiers),Roger Lapebie,,Nan,,
1937,4415,19.2,Vire,Caen,Léo Amberg  (Suisse),Roger Lapebie,,Nan,,
1937,4415,20.0,Caen,Paris,Edward Vissers  (Touristes Routiers),Roger Lapebie,,Félicien Vervaecke,,
1936,4442,1.0,Paris,Lille,Paul Egli  (Suisse),Paul Egli,,Nan,,
1936,4442,2.0,Lille,Charleville-Mézières,Robert Wierinckx  (Belgique),Maurice Archambaud,,Nan,,
1936,4442,3.0,Charleville-Mézières,Metz,Mathias Clemens  (Espagne-Luxembourg),Arsène Mersch,,Nan,,
1936,4442,4.0,Metz,Belfort,Maurice Archambaud  (France),Maurice Archambaud,,Nan,,
1936,4442,5.0,Belfort,Evian-les-Bains,René Le Greves  (France),Maurice Archambaud,,Nan,,
1936,4442,6.0,Evian-les-Bains,Aix-les-Bains,Eloi Meulenberg  (Belgique),Maurice Archambaud,,Nan,,
1936,4442,7.0,Aix-les-Bains,Grenoble,Théo Middelkamp  (Pays-Bas),Maurice Archambaud,,Nan,,
1936,4442,8.0,Grenoble,Briançon,Fernand Lemay  (Touristes Routiers),Sylvère Maes,,Nan,,
1936,4442,9.0,Briançon,Digne-les-Bains,Léon Level  (Touristes Routiers),Sylvère Maes,,Nan,,
1936,4442,10.0,Digne-les-Bains,Nice,Paul Maye  (France),Sylvère Maes,,Nan,,
1936,4442,11.0,Nice,Cannes,Fédérico Ezquerra  (Espagne-Luxembourg),Sylvère Maes,,Nan,,
1936,4442,12.0,Cannes,Marseille,René Le Greves  (France),Sylvère Maes,,Nan,,
1936,4442,13.1,Marseille,Nîmes,René Le Greves  (France),Sylvère Maes,,Nan,,
1936,4442,13.2,Nîmes,Montpellier,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1936,4442,14.1,Montpellier,Narbonne,René Le Greves  (France),Sylvère Maes,,Nan,,
1936,4442,14.2,Narbonne,Perpignan,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1936,4442,15.0,Perpignan,Luchon,Sauveur Ducazeaux  (Touristes Routiers),Sylvère Maes,,Nan,,
1936,4442,16.0,Luchon,Pau,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1936,4442,17.0,Pau,Bordeaux,René Le Greves  (France),Sylvère Maes,,Nan,,
1936,4442,18.1,Bordeaux,Saintes,Eloi Meulenberg  (Belgique),Sylvère Maes,,Nan,,
1936,4442,18.2,Saintes,La Rochelle,Sylvère Maes  (Belgique),Sylvère Maes,,Nan,,
1936,4442,19.1,La Rochelle,La Roche-sur-Yon,Marcel Kint  (Belgique),Sylvère Maes,,Nan,,
1936,4442,19.2,La Roche-sur-Yon,Cholet,Félicien Vervaecke  (Belgique),Sylvère Maes,,Nan,,
1936,4442,19.3,Cholet,Angers,Paul Maye  (France),Sylvère Maes,,Nan,,
1936,4442,20.1,Angers,Vire,René Le Greves  (France),Sylvère Maes,,Nan,,
1936,4442,20.2,Vire,Caen,Antonin Magne  (France),Sylvère Maes,,Nan,,
1936,4442,21.0,Caen,Paris,Arsène Mersch  (Espagne-Luxembourg),Sylvère Maes,,Julian Berrendero,,
1935,4338,1.0,Paris,Lille,Romain Maes  (Belgique),Romain Maes,,Nan,,
1935,4338,2.0,Lille,Charleville-Mézières,Charles Pelissier  (France),Romain Maes,,Nan,,
1935,4338,3.0,Charleville-Mézières,Metz,Rafaële Di Paco  (Italie),Romain Maes,,Nan,,
1935,4338,4.0,Metz,Belfort,Jean Aerts  (Belgique),Romain Maes,,Nan,,
1935,4338,5.1,Belfort,Genève,Maurice Archambaud  (France),Romain Maes,,Nan,,
1935,4338,5.2,Genève,Evian-les-Bains,Rafaële Di Paco  (Italie),Romain Maes,,Nan,,
1935,4338,6.0,Evian-les-Bains,Aix-les-Bains,René Vietto  (France),Romain Maes,,Nan,,
1935,4338,7.0,Aix-les-Bains,Grenoble,Francesco Camusso  (Italie),Romain Maes,,Nan,,
1935,4338,8.0,Grenoble,Gap,Jean Aerts  (Belgique),Romain Maes,,Nan,,
1935,4338,9.0,Gap,Digne-les-Bains,René Vietto  (France),Romain Maes,,Nan,,
1935,4338,10.0,Digne-les-Bains,Nice,Jean Aerts  (Belgique),Romain Maes,,Nan,,
1935,4338,11.0,Nice,Cannes,Romain Maes  (Belgique),Romain Maes,,Nan,,
1935,4338,12.0,Cannes,Marseille,Charles Pelissier  (France),Romain Maes,,Nan,,
1935,4338,13.1,Marseille,Nîmes,Vasco Bergamaschi  (Italie),Romain Maes,,Nan,,
1935,4338,13.2,Nîmes,Montpellier,Georges Speicher  (France),Romain Maes,,Nan,,
1935,4338,14.1,Montpellier,Narbonne,René Le Greves  (France),Romain Maes,,Nan,,
1935,4338,14.2,Narbonne,Perpignan,Maurice Archambaud  (France),Romain Maes,,Nan,,
1935,4338,15.0,Perpignan,Luchon,Sylvère Maes  (Belgique),Romain Maes,,Nan,,
1935,4338,16.0,Luchon,Pau,Ambrogio Morelli  (Italie),Romain Maes,,Nan,,
1935,4338,17.0,Pau,Bordeaux,Julien Moineau  (France),Romain Maes,,Nan,,
1935,4338,18.1,Bordeaux,Rochefort,René Le Greves  (France),Romain Maes,,Nan,,
1935,4338,18.2,Rochefort,La Rochelle,André Leducq  (France),Romain Maes,,Nan,,
1935,4338,19.1,La Rochelle,La Roche-sur-Yon,René Le Greves  (France),Romain Maes,,Nan,,
1935,4338,19.2,La Roche-sur-Yon,Nantes,Jean Aerts  (Belgique),Romain Maes,,Nan,,
1935,4338,20.1,Nantes,Vire,René Le Greves  (France),Romain Maes,,Nan,,
1935,4338,20.2,Vire,Caen,Ambrogio Morelli  (Italie),Romain Maes,,Nan,,
1935,4338,21.0,Caen,Paris,Romain Maes  (Belgique),Romain Maes,,Félicien Vervaecke,,
1934,4470,1.0,Paris,Lille,Georges Speicher  (France),Georges Speicher,,Nan,,
1934,4470,2.0,Lille,Charleville-Mézières,René Le Greves  (France),Antonin Magne,,Nan,,
1934,4470,3.0,Charleville-Mézières,Metz,Roger Lapebie  (France),Antonin Magne,,Nan,,
1934,4470,4.0,Metz,Belfort,Roger Lapebie  (France),Antonin Magne,,Nan,,
1934,4470,5.0,Belfort,Evian-les-Bains,René Le Greves  (France),Antonin Magne,,Nan,,
1934,4470,5.0,Belfort,Evian-les-Bains,Georges Speicher  (France),Antonin Magne,,Nan,,
1934,4470,6.0,Evian-les-Bains,Aix-les-Bains,Georges Speicher  (France),Antonin Magne,,Nan,,
1934,4470,7.0,Aix-les-Bains,Grenoble,René Vietto  (France),Antonin Magne,,Nan,,
1934,4470,8.0,Grenoble,Gap,Giuseppe Martano  (Italie),Antonin Magne,,Nan,,
1934,4470,9.0,Gap,Digne-les-Bains,René Vietto  (France),Antonin Magne,,Nan,,
1934,4470,10.0,Digne-les-Bains,Nice,René Le Greves  (France),Antonin Magne,,Nan,,
1934,4470,11.0,Nice,Cannes,René Vietto  (France),Antonin Magne,,Nan,,
1934,4470,12.0,Cannes,Marseille,Roger Lapebie  (France),Antonin Magne,,Nan,,
1934,4470,13.0,Marseille,Montpellier,Georges Speicher  (France),Antonin Magne,,Nan,,
1934,4470,14.0,Montpellier,Perpignan,Roger Lapebie  (France),Antonin Magne,,Nan,,
1934,4470,15.0,Perpignan,Ax-les-Thermes,Roger Lapebie  (France),Antonin Magne,,Nan,,
1934,4470,16.0,Ax-les-Thermes,Luchon,Adriano Vignoli  (Italie),Antonin Magne,,Nan,,
1934,4470,17.0,Luchon,Tarbes,Antonin Magne  (France),Antonin Magne,,Nan,,
1934,4470,18.0,Tarbes,Pau,René Vietto  (France),Antonin Magne,,Nan,,
1934,4470,19.0,Pau,Bordeaux,Ettore Meini  (Touristes-Routiers),Antonin Magne,,Nan,,
1934,4470,20.0,Bordeaux,La Rochelle,Georges Speicher  (France),Antonin Magne,,Nan,,
1934,4470,21.1,La Rochelle,La Roche-sur-Yon,René Le Greves  (France),Antonin Magne,,Nan,,
1934,4470,21.2,La Roche-sur-Yon,Nantes,Antonin Magne  (France),Antonin Magne,,Nan,,
1934,4470,22.0,Nantes,Caen,Raymond Louviot  (France),Antonin Magne,,Nan,,
1934,4470,23.0,Caen,Paris,Sylvère Maes  (Touristes-Routiers),Antonin Magne,,René Vietto,,
1933,4395,1.0,Paris,Lille,Maurice Archambaud  (France),Maurice Archambaud,,Nan,,
1933,4395,2.0,Lille,Charleville-Mézières,Learco Guerra  (Italie),Maurice Archambaud,,Nan,,
1933,4395,3.0,Charleville-Mézières,Metz,Alfons Schepers  (Belgique),Maurice Archambaud,,Nan,,
1933,4395,4.0,Metz,Belfort,Jean Aerts  (Belgique),Maurice Archambaud,,Nan,,
1933,4395,5.0,Belfort,Evian-les-Bains,Léon Louyet  (Touristes-Routiers),Maurice Archambaud,,Nan,,
1933,4395,6.0,Evian-les-Bains,Aix-les-Bains,Learco Guerra  (Italie),Maurice Archambaud,,Nan,,
1933,4395,7.0,Aix-les-Bains,Grenoble,Learco Guerra  (Italie),Maurice Archambaud,,Nan,,
1933,4395,8.0,Grenoble,Gap,Georges Speicher  (France),Maurice Archambaud,,Nan,,
1933,4395,9.0,Gap,Digne-les-Bains,Georges Speicher  (France),Georges Lemaire,,Nan,,
1933,4395,10.0,Digne-les-Bains,Nice,Fernand Cornez  (Touristes-Routiers),Georges Lemaire,,Nan,,
1933,4395,11.0,Nice,Cannes,Maurice Archambaud  (France),Maurice Archambaud,,Nan,,
1933,4395,12.0,Cannes,Marseille,Georges Speicher  (France),Georges Speicher,,Nan,,
1933,4395,13.0,Marseille,Montpellier,André Leducq  (France),Georges Speicher,,Nan,,
1933,4395,14.0,Montpellier,Perpignan,André Leducq  (France),Charles Pelissier,,Nan,,
1933,4395,15.0,Perpignan,Ax-les-Thermes,Jean Aerts  (Belgique),Georges Speicher,,Nan,,
1933,4395,16.0,Ax-les-Thermes,Luchon,Léon Louyet  (Touristes-Routiers),Georges Speicher,,Nan,,
1933,4395,17.0,Luchon,Tarbes,Jean Aerts  (Belgique),Georges Speicher,,Nan,,
1933,4395,18.0,Tarbes,Pau,Learco Guerra  (Italie),Georges Speicher,,Nan,,
1933,4395,19.0,Pau,Bordeaux,Jean Aerts  (Belgique),Georges Speicher,,Nan,,
1933,4395,20.0,Bordeaux,La Rochelle,Jean Aerts  (Belgique),Georges Speicher,,Nan,,
1933,4395,21.0,La Rochelle,Rennes,Jean Aerts  (Belgique),Georges Speicher,,Nan,,
1933,4395,22.0,Rennes,Caen,René Le Greves  (France),Georges Speicher,,Nan,,
1933,4395,23.0,Caen,Paris,Learco Guerra  (Italie),Georges Speicher,,Vicente Trueba,,
1932,4479,1.0,Paris,Caen,Jean Aerts  (Belgique),Jean Aerts,,,,
1932,4479,2.0,Caen,Nantes,Kurt Stoepel  (Allemagne-Autriche),Kurt Stoepel,,,,
1932,4479,3.0,Nantes,Bordeaux,André Leducq  (France),André Leducq,,,,
1932,4479,4.0,Bordeaux,Pau,Georges Ronsse  (Belgique),André Leducq,,,,
1932,4479,5.0,Pau,Luchon,Antonio Pesenti  (Italie),André Leducq,,,,
1932,4479,6.0,Luchon,Perpignan,Frans Bonduel  (Belgique),André Leducq,,,,
1932,4479,7.0,Perpignan,Montpellier,Frans Bonduel  (Belgique),André Leducq,,,,
1932,4479,8.0,Montpellier,Marseille,Michele Orecchia  (Italie),André Leducq,,,,
1932,4479,9.0,Marseille,Cannes,Rafaële Di Paco  (Italie),André Leducq,,,,
1932,4479,10.0,Cannes,Nice,Francesco Camusso  (Italie),André Leducq,,,,
1932,4479,11.0,Nice,Gap,André Leducq  (France),André Leducq,,,,
1932,4479,12.0,Gap,Grenoble,Roger Lapebie  (France),André Leducq,,,,
1932,4479,13.0,Grenoble,Aix-les-Bains,André Leducq  (France),André Leducq,,,,
1932,4479,14.0,Aix-les-Bains,Evian-les-Bains,Rafaële Di Paco  (Italie),André Leducq,,,,
1932,4479,15.0,Evian-les-Bains,Belfort,André Leducq  (France),André Leducq,,,,
1932,4479,16.0,Belfort,Strasbourg,Gérard Loncke  (Belgique),André Leducq,,,,
1932,4479,17.0,Strasbourg,Metz,Rafaële Di Paco  (Italie),André Leducq,,,,
1932,4479,18.0,Metz,Charleville-Mézières,Rafaële Di Paco  (Italie),André Leducq,,,,
1932,4479,19.0,Charleville-Mézières,Malo,Gaston Rebry  (Belgique),André Leducq,,,,
1932,4479,20.0,Malo,Amiens,André Leducq  (France),André Leducq,,,,
1932,4479,21.0,Amiens,Paris,André Leducq  (France),André Leducq,,,,
1931,5091,1.0,Paris,Caen,Alfred Haemerlinck  (Belgique),Alfred Haemerlinck,,,,
1931,5091,2.0,Caen,Dinan,Max Bulla  (Inconnue),Max Bulla,,,,
1931,5091,3.0,Dinan,Brest,Fabio Battesini  (Italie),Léon Le Calvez,,,,
1931,5091,4.0,Brest,Vannes,André Godinat  (Inconnue),Rafaële Di Paco,,,,
1931,5091,5.0,Vannes,Les Sables,Charles Pelissier  (France),Charles Pelissier,,,,
1931,5091,6.0,Les Sables,Bordeaux,Alfred Haemerlinck  (Belgique),Rafaële Di Paco,,,,
1931,5091,7.0,Bordeaux,Bayonne,Gérard Loncke  (Inconnue),Rafaële Di Paco,,,,
1931,5091,8.0,Bayonne,Pau,Charles Pelissier  (France),Charles Pelissier,,,,
1931,5091,9.0,Pau,Luchon,Antonin Magne  (France),Antonin Magne,,,,
