Year,Stages,Rank,Rider,Team,Times,Gap,B,P,Ranking type,Points,Checkpoint,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
2024,5,9,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,03h 51' 49'',+ 00h 04' 30'',,,Youth (Stage),,,946,8,time,13909,270
2024,5,10,EVITA MUZIC,FDJ-SUEZ,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,10,AMBER PATE,LIV-ALULA-JAYCO,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,5,10,EVITA MUZIC,FDJ-SUEZ,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,5,10,,FENIX-DECEUNINCK,11h 23' 45'',+ 00h 02' 05'',,,Team (Stage),,,946,8,time,41025,125
2024,5,10,JULIE DE WILDE,FENIX-DECEUNINCK,03h 51' 49'',+ 00h 04' 30'',,,Youth (Stage),,,946,8,time,13909,270
2024,5,11,KARLIJN SWINKELS,UAE TEAM ADQ,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,11,FEMKE DE VRIES,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,5,11,KARLIJN SWINKELS,UAE TEAM ADQ,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,5,11,,LIV-ALULA-JAYCO,11h 24' 07'',+ 00h 02' 27'',,,Team (Stage),,,946,8,time,41047,147
2024,5,11,ILSE PLUIMERS,AG INSURANCE - SOUDAL TEAM,03h 51' 49'',+ 00h 04' 30'',,,Youth (Stage),,,946,8,time,13909,270
2024,5,12,ELISA BALSAMO,LIDL - TREK,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,12,ANOUSKA KOSTER,UNO-X MOBILITY,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,5,12,ELISA BALSAMO,LIDL - TREK,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,5,12,,TEAM DSM-FIRMENICH POSTNL,11h 24' 13'',+ 00h 02' 33'',,,Team (Stage),,,946,8,time,41053,153
2024,5,12,LINDA RIEDMANN,TEAM VISMA | LEASE A BIKE,03h 51' 49'',+ 00h 04' 30'',,,Youth (Stage),,,946,8,time,13909,270
2024,5,13,CATALINA SOTO CAMPOS,LABORAL KUTXA - FUNDACION EUSKADI,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,13,CHLOE DYGERT,CANYON//SRAM RACING,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,5,13,CATALINA SOTO CAMPOS,LABORAL KUTXA - FUNDACION EUSKADI,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,5,13,,UNO-X MOBILITY,11h 24' 27'',+ 00h 02' 47'',,,Team (Stage),,,946,8,time,41067,167
2024,5,13,ALICE TOWERS,CANYON//SRAM RACING,03h 51' 49'',+ 00h 04' 30'',,,Youth (Stage),,,946,8,time,13909,270
2024,5,14,SILKE SMULDERS,LIV-ALULA-JAYCO,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,14,ELLEN VAN DIJK,LIDL - TREK,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,5,14,SILKE SMULDERS,LIV-ALULA-JAYCO,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,5,14,,COFIDIS WOMEN TEAM,11h 26' 51'',+ 00h 05' 11'',,,Team (Stage),,,946,8,time,41211,311
2024,5,14,MAUREEN ARENS,LOTTO DSTNY LADIES,03h 54' 59'',+ 00h 07' 40'',,,Youth (Stage),,,946,8,time,14099,460
2024,5,15,JULIETTE LABOUS,TEAM DSM-FIRMENICH POSTNL,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,15,MAGDELEINE VALLIERES,EF - OATLY - CANNONDALE,,,,,Points (Stage),2 PTS,,946,8,time,0,0
2024,5,15,JULIETTE LABOUS,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),2 PTS,,946,8,time,0,0
2024,5,15,,CERATIZIT - WNT PRO CYCLING TEAM,11h 27' 25'',+ 00h 05' 45'',,,Team (Stage),,,946,8,time,41245,345
2024,5,15,WILMA AINTILA,LOTTO DSTNY LADIES,04h 08' 55'',+ 00h 21' 36'',,,Youth (Stage),,,946,8,time,14935,1296
2024,5,16,CAROLINE ANDERSSON,LIV-ALULA-JAYCO,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,16,,ARKEA - B&B HOTELS WOMEN,11h 28' 21'',+ 00h 06' 41'',,,Team (Stage),,,946,8,time,41301,401
2024,5,16,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,04h 10' 21'',+ 00h 23' 02'',,,Youth (Stage),,,946,8,time,15021,1382
2024,5,17,THALITA DE JONG,LOTTO DSTNY LADIES,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,17,,EF - OATLY - CANNONDALE,11h 30' 29'',+ 00h 08' 49'',,,Team (Stage),,,946,8,time,41429,529
2024,5,18,ERICA MAGNALDI,UAE TEAM ADQ,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,18,,HUMAN POWERED HEALTH,11h 30' 57'',+ 00h 09' 17'',,,Team (Stage),,,946,8,time,41457,557
2024,5,19,SHIRIN VAN ANROOIJ,LIDL - TREK,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,19,,LOTTO DSTNY LADIES,11h 30' 57'',+ 00h 09' 17'',,,Team (Stage),,,946,8,time,41457,557
2024,5,20,PUCK PIETERSE,FENIX-DECEUNINCK,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,20,,ST MICHEL - MAVIC - AUBER93,11h 31' 36'',+ 00h 09' 56'',,,Team (Stage),,,946,8,time,41496,596
2024,5,21,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,21,,ROLAND,11h 35' 27'',+ 00h 13' 47'',,,Team (Stage),,,946,8,time,41727,827
2024,5,22,KATRINE AALERUD,UNO-X MOBILITY,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,23,BARBARA MALCOTTI,HUMAN POWERED HEALTH,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,24,RIEJANNE MARKUS,TEAM VISMA | LEASE A BIKE,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,25,CECILIE LUDWIG,FDJ-SUEZ,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,26,GAIA REALINI,LIDL - TREK,03h 47' 19'',+ 00h 00' 28'',,,Individual (Stage),,,946,8,time,13639,28
2024,5,27,VICTOIRE BERTEAU,COFIDIS WOMEN TEAM,03h 47' 24'',+ 00h 00' 33'',,,Individual (Stage),,,946,8,time,13644,33
2024,5,28,PAULIENA ROOIJAKKERS,FENIX-DECEUNINCK,03h 47' 24'',+ 00h 00' 33'',,,Individual (Stage),,,946,8,time,13644,33
2024,5,29,USOA OSTOLAZA,LABORAL KUTXA - FUNDACION EUSKADI,03h 47' 26'',+ 00h 00' 35'',,,Individual (Stage),,,946,8,time,13646,35
2024,5,30,SARAH GIGANTE,AG INSURANCE - SOUDAL TEAM,03h 47' 26'',+ 00h 00' 35'',,,Individual (Stage),,,946,8,time,13646,35
2024,5,31,ANE SANTESTEBAN,LABORAL KUTXA - FUNDACION EUSKADI,03h 47' 26'',+ 00h 00' 35'',,,Individual (Stage),,,946,8,time,13646,35
2024,5,32,GAIA MASETTI,AG INSURANCE - SOUDAL TEAM,03h 47' 38'',+ 00h 00' 47'',,,Individual (Stage),,,946,8,time,13658,47
2024,5,33,LÉA CURINIER,FDJ-SUEZ,03h 47' 38'',+ 00h 00' 47'',,,Individual (Stage),,,946,8,time,13658,47
2024,5,34,HANNAH LUDWIG,COFIDIS WOMEN TEAM,03h 47' 38'',+ 00h 00' 47'',,,Individual (Stage),,,946,8,time,13658,47
2024,5,35,LOES ADEGEEST,FDJ-SUEZ,03h 47' 58'',+ 00h 01' 07'',04',,Individual (Stage),,,946,8,time,13678,67
2024,5,36,VALENTINA CAVALLAR,ARKEA - B&B HOTELS WOMEN,03h 47' 58'',+ 00h 01' 07'',,,Individual (Stage),,,946,8,time,13678,67
2024,5,37,MARION BUNEL,ST MICHEL - MAVIC - AUBER93,03h 47' 58'',+ 00h 01' 07'',,,Individual (Stage),,,946,8,time,13678,67
2024,5,38,SORAYA PALADIN,CANYON//SRAM RACING,03h 48' 05'',+ 00h 01' 14'',,,Individual (Stage),,,946,8,time,13685,74
2024,5,39,GRACE BROWN,FDJ-SUEZ,03h 48' 13'',+ 00h 01' 22'',,,Individual (Stage),,,946,8,time,13693,82
2024,5,40,ELIZABETH DEIGNAN,LIDL - TREK,03h 48' 13'',+ 00h 01' 22'',,,Individual (Stage),,,946,8,time,13693,82
2024,5,41,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,03h 48' 16'',+ 00h 01' 25'',02',,Individual (Stage),,,946,8,time,13696,85
2024,5,42,FRANZISKA KOCH,TEAM DSM-FIRMENICH POSTNL,03h 48' 27'',+ 00h 01' 36'',,,Individual (Stage),,,946,8,time,13707,96
2024,5,43,FRANCESCA BARALE,TEAM DSM-FIRMENICH POSTNL,03h 48' 27'',+ 00h 01' 36'',,,Individual (Stage),,,946,8,time,13707,96
2024,5,44,JULIE VAN DE VELDE,AG INSURANCE - SOUDAL TEAM,03h 48' 27'',+ 00h 01' 36'',06',,Individual (Stage),,,946,8,time,13707,96
2024,5,45,LOTTE CLAES,ARKEA - B&B HOTELS WOMEN,03h 48' 34'',+ 00h 01' 43'',,,Individual (Stage),,,946,8,time,13714,103
2024,5,46,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,03h 48' 34'',+ 00h 01' 43'',,,Individual (Stage),,,946,8,time,13714,103
2024,5,47,MIE BJØRNDAL OTTESTAD,UNO-X MOBILITY,03h 48' 34'',+ 00h 01' 43'',,,Individual (Stage),,,946,8,time,13714,103
2024,5,48,AMBER KRAAK,FDJ-SUEZ,03h 48' 34'',+ 00h 01' 43'',,,Individual (Stage),,,946,8,time,13714,103
2024,5,49,SIMONE BOILARD,UNO-X MOBILITY,03h 48' 34'',+ 00h 01' 43'',,,Individual (Stage),,,946,8,time,13714,103
2024,5,50,DEMI VOLLERING,TEAM SD WORX - PROTIME,03h 48' 38'',+ 00h 01' 47'',,,Individual (Stage),,,946,8,time,13718,107
2024,5,51,MAREILLE MEIJERING,MOVISTAR TEAM,03h 48' 38'',+ 00h 01' 47'',,,Individual (Stage),,,946,8,time,13718,107
2024,5,52,FEMKE DE VRIES,TEAM VISMA | LEASE A BIKE,03h 48' 42'',+ 00h 01' 51'',,,Individual (Stage),,,946,8,time,13722,111
2024,5,53,CHLOE DYGERT,CANYON//SRAM RACING,03h 48' 47'',+ 00h 01' 56'',,,Individual (Stage),,,946,8,time,13727,116
2024,5,54,YARA KASTELIJN,FENIX-DECEUNINCK,03h 49' 02'',+ 00h 02' 11'',,,Individual (Stage),,,946,8,time,13742,131
2024,5,55,SILVIA PERSICO,UAE TEAM ADQ,03h 49' 02'',+ 00h 02' 11'',,,Individual (Stage),,,946,8,time,13742,131
2024,5,56,FLOORTJE MACKAIJ,MOVISTAR TEAM,03h 49' 13'',+ 00h 02' 22'',,,Individual (Stage),,,946,8,time,13753,142
2024,5,57,NEVE SUMMER BRADBURY,CANYON//SRAM RACING,03h 49' 13'',+ 00h 02' 22'',,,Individual (Stage),,,946,8,time,13753,142
2024,5,58,MARTE BERG EDSETH,UNO-X MOBILITY,03h 49' 26'',+ 00h 02' 35'',,,Individual (Stage),,,946,8,time,13766,155
2024,5,59,MARIA GIULIA CONFALONIERI,UNO-X MOBILITY,03h 49' 26'',+ 00h 02' 35'',,,Individual (Stage),,,946,8,time,13766,155
2024,5,60,MAVI GARCIA CAÑELLAS,LIV-ALULA-JAYCO,03h 49' 29'',+ 00h 02' 38'',,,Individual (Stage),,,946,8,time,13769,158
2024,5,61,ANNA HENDERSON,TEAM VISMA | LEASE A BIKE,03h 50' 44'',+ 00h 03' 53'',,,Individual (Stage),,,946,8,time,13844,233
2024,5,62,MISCHA BREDEWOLD,TEAM SD WORX - PROTIME,03h 50' 51'',+ 00h 04' 00'',,,Individual (Stage),,,946,8,time,13851,240
2024,5,63,QUINTY TON,LIV-ALULA-JAYCO,03h 51' 11'',+ 00h 04' 20'',,,Individual (Stage),,,946,8,time,13871,260
2024,5,64,NIAMH FISHER-BLACK,TEAM SD WORX - PROTIME,03h 51' 11'',+ 00h 04' 20'',,,Individual (Stage),,,946,8,time,13871,260
2024,5,65,KIM LE COURT PIENAAR,AG INSURANCE - SOUDAL TEAM,03h 51' 13'',+ 00h 04' 22'',,,Individual (Stage),,,946,8,time,13873,262
2024,5,66,KAROLINA KUMIEGA,UAE TEAM ADQ,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,67,CHRISTINE MAJERUS,TEAM SD WORX - PROTIME,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,68,MARIT RAAIJMAKERS,HUMAN POWERED HEALTH,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,69,ANTRI CHRISTOFOROU,ROLAND,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,70,MARTHE TRUYEN,FENIX-DECEUNINCK,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,71,MAEVA SQUIBAN,ARKEA - B&B HOTELS WOMEN,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,72,ROMY KASPER,HUMAN POWERED HEALTH,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,73,ANNA VAN WERSCH,LOTTO DSTNY LADIES,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,74,ANOUSKA KOSTER,UNO-X MOBILITY,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,75,CARINA SCHREMPF,FENIX-DECEUNINCK,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,76,ANNIINA AHTOSALO,UNO-X MOBILITY,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,77,CORALIE DEMAY,FDJ-SUEZ,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,78,SARAH ROY,COFIDIS WOMEN TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,79,ALISON AVOINE,ST MICHEL - MAVIC - AUBER93,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,80,JOSIE TALBOT,COFIDIS WOMEN TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,81,AUDREY CORDON RAGOT,HUMAN POWERED HEALTH,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,82,ELLEN VAN DIJK,LIDL - TREK,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,83,CELIA LE MOUEL,ST MICHEL - MAVIC - AUBER93,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,84,MARTA LACH,CERATIZIT - WNT PRO CYCLING TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,85,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,86,TAMARA DRONOVA,ROLAND,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,87,YANINA KUSKOVA,TASHKENT CITY WOMEN PROFESSIONAL CYCLING TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,88,SANDRA ALONSO,CERATIZIT - WNT PRO CYCLING TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,89,NINA BERTON,CERATIZIT - WNT PRO CYCLING TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,90,EMILIA FAHLIN,ARKEA - B&B HOTELS WOMEN,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,91,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,92,LILY WILLIAMS,HUMAN POWERED HEALTH,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,93,IURANI BLANCO CALBET,LABORAL KUTXA - FUNDACION EUSKADI,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,94,VICTORIE GUILMAN,ST MICHEL - MAVIC - AUBER93,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,95,JULIE DE WILDE,FENIX-DECEUNINCK,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,96,ILSE PLUIMERS,AG INSURANCE - SOUDAL TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,97,AUDREY DE KEERSMAEKER,LOTTO DSTNY LADIES,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,98,RUTH EDWARDS,HUMAN POWERED HEALTH,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,99,MAAIKE COLJÉ,ARKEA - B&B HOTELS WOMEN,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,100,ANYA LOUW,AG INSURANCE - SOUDAL TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,101,LOTTA HENTTALA,EF - OATLY - CANNONDALE,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,102,NOEMI RÜEGG,EF - OATLY - CANNONDALE,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,103,SOPHIE VON BERSWORDT,TEAM VISMA | LEASE A BIKE,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,104,LAURA TOMASI,LABORAL KUTXA - FUNDACION EUSKADI,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,105,LINDA RIEDMANN,TEAM VISMA | LEASE A BIKE,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,106,ELIZABETH HOLDEN,UAE TEAM ADQ,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,107,AGNIESZKA SKALNIAK-SOJKA,CANYON//SRAM RACING,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,108,MIKAYLA HARVEY,UAE TEAM ADQ,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,109,GIORGIA VETTORELLO,ROLAND,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,110,ALICE TOWERS,CANYON//SRAM RACING,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,111,JEANNE KOREVAAR,LIV-ALULA-JAYCO,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,112,AMBER PATE,LIV-ALULA-JAYCO,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,113,RACHELE BARBIERI,TEAM DSM-FIRMENICH POSTNL,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,114,OLIVIA BARIL,MOVISTAR TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,115,NIKOLA NOSKOVÁ,COFIDIS WOMEN TEAM,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,116,ALISON JACKSON,EF - OATLY - CANNONDALE,03h 51' 49'',+ 00h 04' 58'',,,Individual (Stage),,,946,8,time,13909,298
2024,5,117,AMANDA SPRATT,LIDL - TREK,03h 52' 55'',+ 00h 06' 04'',,,Individual (Stage),,,946,8,time,13975,364
2024,5,118,SOFIA BERTIZZOLO,UAE TEAM ADQ,03h 53' 37'',+ 00h 06' 46'',,,Individual (Stage),,,946,8,time,14017,406
2024,5,119,MAUREEN ARENS,LOTTO DSTNY LADIES,03h 54' 59'',+ 00h 08' 08'',,,Individual (Stage),,,946,8,time,14099,488
2024,5,120,MYLENE DE ZOETE,CERATIZIT - WNT PRO CYCLING TEAM,03h 54' 59'',+ 00h 08' 08'',,,Individual (Stage),,,946,8,time,14099,488
2024,5,121,AMANDINE FOUQUENET,ARKEA - B&B HOTELS WOMEN,03h 56' 49'',+ 00h 09' 58'',,,Individual (Stage),,,946,8,time,14209,598
2024,5,122,BARBARA GUARISCHI,TEAM SD WORX - PROTIME,03h 57' 00'',+ 00h 10' 09'',,,Individual (Stage),,,946,8,time,14220,609
2024,5,123,ELENA PIRRONE,ROLAND,03h 57' 02'',+ 00h 10' 11'',,,Individual (Stage),,,946,8,time,14222,611
2024,5,124,SARA MARTIN MARTIN,MOVISTAR TEAM,03h 58' 29'',+ 00h 11' 38'',,,Individual (Stage),,,946,8,time,14309,698
2024,5,125,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM,03h 58' 29'',+ 00h 11' 38'',,,Individual (Stage),,,946,8,time,14309,698
2024,5,126,RUBY ROSEMAN-GANNON,LIV-ALULA-JAYCO,03h 59' 31'',+ 00h 12' 40'',,,Individual (Stage),,,946,8,time,14371,760
2024,5,127,BECKY STORRIE,TEAM DSM-FIRMENICH POSTNL,04h 03' 38'',+ 00h 16' 47'',,,Individual (Stage),,,946,8,time,14618,1007
2024,5,128,CHARLOTTE KOOL,TEAM DSM-FIRMENICH POSTNL,04h 03' 38'',+ 00h 16' 47'',,,Individual (Stage),,,946,8,time,14618,1007
2024,5,129,WILMA AINTILA,LOTTO DSTNY LADIES,04h 08' 55'',+ 00h 22' 04'',,,Individual (Stage),,,946,8,time,14935,1324
2024,5,130,MICHAELA DRUMMOND,ARKEA - B&B HOTELS WOMEN,04h 08' 55'',+ 00h 22' 04'',,,Individual (Stage),,,946,8,time,14935,1324
2024,5,131,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,04h 10' 21'',+ 00h 23' 30'',,,Individual (Stage),,,946,8,time,15021,1410
2024,5,132,SYLVIE SWINKELS,ROLAND,04h 10' 21'',+ 00h 23' 30'',,,Individual (Stage),,,946,8,time,15021,1410
2024,5,133,MIEKE DOCX,LOTTO DSTNY LADIES,04h 10' 32'',+ 00h 23' 41'',,,Individual (Stage),,,946,8,time,15032,1421
2024,5,134,FAUVE BASTIAENSSEN,LOTTO DSTNY LADIES,04h 10' 32'',+ 00h 23' 41'',,,Individual (Stage),,,946,8,time,15032,1421
2024,6,1,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,,,,,Climber (Stage),3 PTS,,946,8,time,0,0
2024,6,1,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,6,1,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,,,,,Climber (Stage),3 PTS,,946,8,time,0,0
2024,6,1,NIAMH FISHER-BLACK,TEAM SD WORX - PROTIME,,,,,Climber (Stage),5 PTS,,946,8,time,0,0
2024,6,1,PUCK PIETERSE,FENIX-DECEUNINCK,,,,,Climber (Stage),3 PTS,,946,8,time,0,0
2024,6,1,CEDRINE KERBAOL,CERATIZIT - WNT PRO CYCLING TEAM,04h 04' 41'',-,10',,Individual (Stage),,,946,8,time,14681,0
2024,6,1,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),25 PTS,,946,8,time,0,0
2024,6,1,CEDRINE KERBAOL,CERATIZIT - WNT PRO CYCLING TEAM,,,10',,Points (Stage),30 PTS,,946,8,time,0,0
2024,6,1,,LIDL - TREK,12h 15' 06'',-,,,Team (Stage),,,946,8,time,44106,0
2024,6,1,PUCK PIETERSE,FENIX-DECEUNINCK,04h 05' 02'',-,,,Youth (Stage),,,946,8,time,14702,0
2024,6,2,SILVIA PERSICO,UAE TEAM ADQ,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,6,2,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,6,2,NIAMH FISHER-BLACK,TEAM SD WORX - PROTIME,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,6,2,JUSTINE GHEKIERE,AG INSURANCE - SOUDAL TEAM,,,,,Climber (Stage),3 PTS,,946,8,time,0,0
2024,6,2,KATARZYNA Niewiadoma-Phinney,CANYON//SRAM RACING,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,6,2,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,04h 05' 02'',+ 00h 00' 21'',06',,Individual (Stage),,,946,8,time,14702,21
2024,6,2,ANNIINA AHTOSALO,UNO-X MOBILITY,,,,,Points (Stage),20 PTS,,946,8,time,0,0
2024,6,2,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,,,06',,Points (Stage),25 PTS,,946,8,time,0,0
2024,6,2,,FDJ-SUEZ,12h 16' 00'',+ 00h 00' 54'',,,Team (Stage),,,946,8,time,44160,54
2024,6,2,SHIRIN VAN ANROOIJ,LIDL - TREK,04h 05' 02'',-,,,Youth (Stage),,,946,8,time,14702,0
2024,6,3,VALENTINA CAVALLAR,ARKEA - B&B HOTELS WOMEN,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,6,3,FRANZISKA KOCH,TEAM DSM-FIRMENICH POSTNL,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,6,3,GRACE BROWN,FDJ-SUEZ,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,6,3,DEMI VOLLERING,TEAM SD WORX - PROTIME,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,6,3,LIANE LIPPERT,MOVISTAR TEAM,04h 05' 02'',+ 00h 00' 21'',04',,Individual (Stage),,,946,8,time,14702,21
2024,6,3,FRANZISKA KOCH,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),17 PTS,,946,8,time,0,0
