Stages,Parcours,Winner of stage,Year,Start,Finish,Rider,Team
15.0,Courchevel > Morzine,MARCO PANTANI  (MERCATONE-UNO),1997,Courchevel,Morzine,MARCO PANTANI,MERCATONE-UNO
16.0,Morzine > Fribourg,CHRISTOPHE MENGIN  (LA FRANCAISE DES JEUX),1997,Morzine,Fribourg,CHRISTOPHE MENGIN,LA FRANCAISE DES JEUX
17.0,Fribourg > Colmar,NEIL STEPHENS  (FESTINA Watches),1997,Fribourg,Colmar,NEIL STEPHENS,FESTINA Watches
18.0,Colmar > Montbéliard,DIDIER ROUS  (FESTINA Watches),1997,Colmar,Montbéliard,DIDIER ROUS,FESTINA Watches
19.0,Montbéliard > Dijon,MARIO TRAVERSONI  (MERCATONE-UNO),1997,Montbéliard,Dijon,MARIO TRAVERSONI,MERCATONE-UNO
20.0,Disneyland-Paris > Disneyland-Paris,ABRAHAM OLANO  (BANESTO),1997,Disneyland-Paris,Disneyland-Paris,ABRAHAM OLANO,BANESTO
21.0,Disneyland-Paris > Paris,NICOLA MINALI  (BATIK-DEL MONTE),1997,Disneyland-Paris,Paris,NICOLA MINALI,BATIK-DEL MONTE
0.0,Dublin > Dublin,CHRIS BOARDMAN  (GAN),1998,Dublin,Dublin,CHRIS BOARDMAN,GAN
1.0,Dublin > Dublin,TOM STEELS  (MAPEI - BRICOBI),1998,Dublin,Dublin,TOM STEELS,MAPEI - BRICOBI
2.0,Enniscothy > Cork,JAN SVORADA  (MAPEI - BRICOBI),1998,Enniscothy,Cork,JAN SVORADA,MAPEI - BRICOBI
3.0,Roscoff > Lorient,JENS HEPPNER  (TEAM DEUTSCHE TELEKOM),1998,Roscoff,Lorient,JENS HEPPNER,TEAM DEUTSCHE TELEKOM
4.0,Plouay > Cholet,JEROEN BLIJLEVENS  (T.V.M - FARM FRITES),1998,Plouay,Cholet,JEROEN BLIJLEVENS,T.V.M - FARM FRITES
5.0,Cholet > Chateauroux,MARIO CIPOLLINI  (SAECO MACCHINE DA CAFFE - CANNONDALE),1998,Cholet,Chateauroux,MARIO CIPOLLINI,SAECO MACCHINE DA CAFFE - CANNONDALE
6.0,La Châtre > Brive-la-Gaillarde,MARIO CIPOLLINI  (SAECO MACCHINE DA CAFFE - CANNONDALE),1998,La Châtre,Brive-la-Gaillarde,MARIO CIPOLLINI,SAECO MACCHINE DA CAFFE - CANNONDALE
7.0,Meyrignac l'Eglise > Corrèze,JAN ULLRICH  (TEAM DEUTSCHE TELEKOM),1998,Meyrignac l'Eglise,Corrèze,JAN ULLRICH,TEAM DEUTSCHE TELEKOM
8.0,Brive-la-Gaillarde > Montauban,JACKY DURAND  (CASINO),1998,Brive-la-Gaillarde,Montauban,JACKY DURAND,CASINO
9.0,Montauban > Pau,ROBBIE MC EWEN  (RABOBANK),1998,Montauban,Pau,ROBBIE MC EWEN,RABOBANK
10.0,Pau > Luchon,RODOLFO MASSI  (CASINO),1998,Pau,Luchon,RODOLFO MASSI,CASINO
11.0,Luchon > plateau_de_beille,MARCO PANTANI  (MERCATONE UNO - BIANCHI),1998,Luchon,plateau_de_beille,MARCO PANTANI,MERCATONE UNO - BIANCHI
12.0,Tarascon-sur-Ariège > Cap d'Agde,TOM STEELS  (MAPEI - BRICOBI),1998,Tarascon-sur-Ariège,Cap d'Agde,TOM STEELS,MAPEI - BRICOBI
13.0,Frontignan-La-Peyrade > Carpentras,DANIELE NARDELLO  (MAPEI - BRICOBI),1998,Frontignan-La-Peyrade,Carpentras,DANIELE NARDELLO,MAPEI - BRICOBI
14.0,Valréas > Grenoble,STUART O'GRADY  (GAN),1998,Valréas,Grenoble,STUART O'GRADY,GAN
15.0,Grenoble > Les Deux Alpes,MARCO PANTANI  (MERCATONE UNO - BIANCHI),1998,Grenoble,Les Deux Alpes,MARCO PANTANI,MERCATONE UNO - BIANCHI
16.0,Vizille > Albertville,JAN ULLRICH  (TEAM DEUTSCHE TELEKOM),1998,Vizille,Albertville,JAN ULLRICH,TEAM DEUTSCHE TELEKOM
18.0,Aix-les-Bains > Neuchâtel,TOM STEELS  (MAPEI - BRICOBI),1998,Aix-les-Bains,Neuchâtel,TOM STEELS,MAPEI - BRICOBI
19.0,La Chaux-de-Fonds > Autun,MAGNUS BACKSTEDT  (GAN),1998,La Chaux-de-Fonds,Autun,MAGNUS BACKSTEDT,GAN
20.0,Montceau-les-Mines > Le Creusot,JAN ULLRICH  (TEAM DEUTSCHE TELEKOM),1998,Montceau-les-Mines,Le Creusot,JAN ULLRICH,TEAM DEUTSCHE TELEKOM
21.0,Melun > Paris,TOM STEELS  (MAPEI - BRICOBI),1998,Melun,Paris,TOM STEELS,MAPEI - BRICOBI
1.0,Montaigu > Challans,JAAN KIRSIPUU  (CASINO),1999,Montaigu,Challans,JAAN KIRSIPUU,CASINO
2.0,Challans > Saint Nazaire,TOM STEELS  (MAPEI - QUICK STEP),1999,Challans,Saint Nazaire,TOM STEELS,MAPEI - QUICK STEP
3.0,Nantes > Laval,TOM STEELS  (MAPEI - QUICK STEP),1999,Nantes,Laval,TOM STEELS,MAPEI - QUICK STEP
4.0,Laval > Blois,MARIO CIPOLLINI  (SAECO - CANNONDALE),1999,Laval,Blois,MARIO CIPOLLINI,SAECO - CANNONDALE
5.0,Bonneval > Amiens,MARIO CIPOLLINI  (SAECO - CANNONDALE),1999,Bonneval,Amiens,MARIO CIPOLLINI,SAECO - CANNONDALE
6.0,Amiens > Maubeuge,MARIO CIPOLLINI  (SAECO - CANNONDALE),1999,Amiens,Maubeuge,MARIO CIPOLLINI,SAECO - CANNONDALE
7.0,Avesnes-sur-Helpe > Thionville,MARIO CIPOLLINI  (SAECO - CANNONDALE),1999,Avesnes-sur-Helpe,Thionville,MARIO CIPOLLINI,SAECO - CANNONDALE
10.0,Sestrières > L'Alpe-d'Huez,GIUSEPPE GUERINI  (TEAM DEUTSCHE TELEKOM),1999,Sestrières,L'Alpe-d'Huez,GIUSEPPE GUERINI,TEAM DEUTSCHE TELEKOM
11.0,Bourg-d'Oisans > Saint-Etienne,LUDO DIERCKXSENS  (LAMPRE - DAIKIN),1999,Bourg-d'Oisans,Saint-Etienne,LUDO DIERCKXSENS,LAMPRE - DAIKIN
12.0,Saint-Galmier > Saint-Flour,DAVID ETXEBARRIA  (O.N.C.E - DEUTSCHE BANK),1999,Saint-Galmier,Saint-Flour,DAVID ETXEBARRIA,O.N.C.E - DEUTSCHE BANK
13.0,Saint-Flour > Albi,SALVATORE COMMESSO  (SAECO - CANNONDALE),1999,Saint-Flour,Albi,SALVATORE COMMESSO,SAECO - CANNONDALE
14.0,Castres > Saint Gaudens,DIMITRI KONYSHEV  (MERCATONE UNO - BIANCHI),1999,Castres,Saint Gaudens,DIMITRI KONYSHEV,MERCATONE UNO - BIANCHI
15.0,Saint Gaudens > Piau-Engaly,FERNANDO ESCARTIN  (KELME - COSTA BLANCA),1999,Saint Gaudens,Piau-Engaly,FERNANDO ESCARTIN,KELME - COSTA BLANCA
16.0,Lannemezan > Pau,DAVID ETXEBARRIA  (O.N.C.E - DEUTSCHE BANK),1999,Lannemezan,Pau,DAVID ETXEBARRIA,O.N.C.E - DEUTSCHE BANK
17.0,Mourenx > Bordeaux,TOM STEELS  (MAPEI - QUICK STEP),1999,Mourenx,Bordeaux,TOM STEELS,MAPEI - QUICK STEP
18.0,Jonzac > Futuroscope,GIANPAOLO MONDINI  (CANTINA TOLLO-ALEXIA ALLUMINIO),1999,Jonzac,Futuroscope,GIANPAOLO MONDINI,CANTINA TOLLO-ALEXIA ALLUMINIO
20.0,Arpajon > Paris,ROBBIE MC EWEN  (RABOBANK),1999,Arpajon,Paris,ROBBIE MC EWEN,RABOBANK
1.0,Futuroscope > Futuroscope,DAVID MILLAR  (COFIDIS . CREDIT PAR TELEPHONE),2000,Futuroscope,Futuroscope,DAVID MILLAR,COFIDIS . CREDIT PAR TELEPHONE
2.0,Futuroscope > Loudun,TOM STEELS  (MAPEI - QUICK STEP),2000,Futuroscope,Loudun,TOM STEELS,MAPEI - QUICK STEP
3.0,Loudun > Nantes,TOM STEELS  (MAPEI - QUICK STEP),2000,Loudun,Nantes,TOM STEELS,MAPEI - QUICK STEP
4.0,Nantes > Saint Nazaire,O.N.C.E - DEUTSCHE BANK,2000,Nantes,Saint Nazaire,O.N.C.E - DEUTSCHE BANK,O.N.C.E - DEUTSCHE BANK
5.0,Vannes > Vitré,MARCEL WUST  (FESTINA Watches),2000,Vannes,Vitré,MARCEL WUST,FESTINA Watches
6.0,Vitré > Tours,LEON VAN BON  (RABOBANK),2000,Vitré,Tours,LEON VAN BON,RABOBANK
7.0,Tours > Limoges,CHRISTOPHE AGNOLUTTO  (AG2R PREVOYANCE),2000,Tours,Limoges,CHRISTOPHE AGNOLUTTO,AG2R PREVOYANCE
8.0,Limoges > Villeneuve sur Lot,ERIK DEKKER  (RABOBANK),2000,Limoges,Villeneuve sur Lot,ERIK DEKKER,RABOBANK
9.0,Agen > Dax,PAOLO BETTINI  (MAPEI - QUICK STEP),2000,Agen,Dax,PAOLO BETTINI,MAPEI - QUICK STEP
10.0,Dax > Hautacam,JAVIER OTXOA  (KELME - COSTA BLANCA),2000,Dax,Hautacam,JAVIER OTXOA,KELME - COSTA BLANCA
11.0,Bagnères-de-Bigorre > Revel,ERIK DEKKER  (RABOBANK),2000,Bagnères-de-Bigorre,Revel,ERIK DEKKER,RABOBANK
12.0,Carpentras > Mont Ventoux,MARCO PANTANI  (MERCATONE UNO - ALBACOM),2000,Carpentras,Mont Ventoux,MARCO PANTANI,MERCATONE UNO - ALBACOM
13.0,Avignon > Draguignan,VICENTE GARCIA ACOSTA  (BANESTO),2000,Avignon,Draguignan,VICENTE GARCIA ACOSTA,BANESTO
14.0,Draguignan > Briançon,SANTIAGO BOTERO  (KELME - COSTA BLANCA),2000,Draguignan,Briançon,SANTIAGO BOTERO,KELME - COSTA BLANCA
15.0,Briançon > Courchevel,MARCO PANTANI  (MERCATONE UNO - ALBACOM),2000,Briançon,Courchevel,MARCO PANTANI,MERCATONE UNO - ALBACOM
16.0,Courchevel > Morzine,RICHARD VIRENQUE  (TEAM POLTI),2000,Courchevel,Morzine,RICHARD VIRENQUE,TEAM POLTI
17.0,Evian-les-Bains > Lausanne,ERIK DEKKER  (RABOBANK),2000,Evian-les-Bains,Lausanne,ERIK DEKKER,RABOBANK
18.0,Lausanne > Fribourg-en-Brisgau,SALVATORE COMMESSO  (SAECO - VALLI & VALLI),2000,Lausanne,Fribourg-en-Brisgau,SALVATORE COMMESSO,SAECO - VALLI & VALLI
20.0,Belfort > Troyes,ERIK ZABEL  (TEAM DEUTSCHE TELEKOM),2000,Belfort,Troyes,ERIK ZABEL,TEAM DEUTSCHE TELEKOM
21.0,Paris > Champs-Elysées,STEFANO ZANINI  (MAPEI - QUICK STEP),2000,Paris,Champs-Elysées,STEFANO ZANINI,MAPEI - QUICK STEP
0.0,Dunkerque > Dunkerque,CHRISTOPHE MOREAU  (FESTINA Watches),2001,Dunkerque,Dunkerque,CHRISTOPHE MOREAU,FESTINA Watches
1.0,Saint-Omer > Boulogne-sur-Mer,ERIK ZABEL  (TEAM DEUTSCHE TELEKOM),2001,Saint-Omer,Boulogne-sur-Mer,ERIK ZABEL,TEAM DEUTSCHE TELEKOM
2.0,Calais > Anvers,MARC WAUTERS  (RABOBANK),2001,Calais,Anvers,MARC WAUTERS,RABOBANK
3.0,Anvers > Seraing,ERIK ZABEL  (TEAM DEUTSCHE TELEKOM),2001,Anvers,Seraing,ERIK ZABEL,TEAM DEUTSCHE TELEKOM
4.0,Huy > Verdun,LAURENT JALABERT  (CSC - TISCALI),2001,Huy,Verdun,LAURENT JALABERT,CSC - TISCALI
5.0,Verdun > Bar-Le-Duc,CREDIT AGRICOLE,2001,Verdun,Bar-Le-Duc,CREDIT AGRICOLE,CREDIT AGRICOLE
6.0,Commercy > Strasbourg,JAAN KIRSIPUU  (AG2R PREVOYANCE),2001,Commercy,Strasbourg,JAAN KIRSIPUU,AG2R PREVOYANCE
7.0,Strasbourg > Colmar,LAURENT JALABERT  (CSC - TISCALI),2001,Strasbourg,Colmar,LAURENT JALABERT,CSC - TISCALI
8.0,Colmar > Pontarlier,ERIK DEKKER  (RABOBANK),2001,Colmar,Pontarlier,ERIK DEKKER,RABOBANK
9.0,Pontarlier > Aix-les-Bains,SERGUEI IVANOV  (FASSA BORTOLO),2001,Pontarlier,Aix-les-Bains,SERGUEI IVANOV,FASSA BORTOLO
12.0,Perpignan > Ax-les-Thermes,FÉLIX RAFEL CÁRDENAS RAVALO  (KELME - COSTA BLANCA),2001,Perpignan,Ax-les-Thermes,FÉLIX RAFEL CÁRDENAS RAVALO,KELME - COSTA BLANCA
14.0,Tarbes > Luz-Ardiden,ROBERTO LAISEKA  (EUSKALTEL - EUSKADI),2001,Tarbes,Luz-Ardiden,ROBERTO LAISEKA,EUSKALTEL - EUSKADI
15.0,Pau > Lavaur,RIK VERBRUGGHE  (LOTTO - ADECCO),2001,Pau,Lavaur,RIK VERBRUGGHE,LOTTO - ADECCO
16.0,Castelsarrasin > Sarran,JENS VOIGT  (CREDIT AGRICOLE),2001,Castelsarrasin,Sarran,JENS VOIGT,CREDIT AGRICOLE
17.0,Brive-la-Gaillarde > Montluçon,SERGE BAGUET  (LOTTO - ADECCO),2001,Brive-la-Gaillarde,Montluçon,SERGE BAGUET,LOTTO - ADECCO
19.0,Orléans > Evry,ERIK ZABEL  (TEAM DEUTSCHE TELEKOM),2001,Orléans,Evry,ERIK ZABEL,TEAM DEUTSCHE TELEKOM
20.0,Corbeil-Essonnes > Paris,JAN SVORADA  (LAMPRE - DAIKIN),2001,Corbeil-Essonnes,Paris,JAN SVORADA,LAMPRE - DAIKIN
1.0,Luxembourg > Luxembourg,RUBENS BERTOGLIATI  (LAMPRE - DAIKIN),2002,Luxembourg,Luxembourg,RUBENS BERTOGLIATI,LAMPRE - DAIKIN
2.0,Luxembourg > Sarrebruck,OSCAR FREIRE  (MAPEI - QUICK STEP),2002,Luxembourg,Sarrebruck,OSCAR FREIRE,MAPEI - QUICK STEP
3.0,Metz > Reims,ROBBIE MC EWEN  (LOTTO - ADECCO),2002,Metz,Reims,ROBBIE MC EWEN,LOTTO - ADECCO
4.0,Épernay > Château-Thierry,ONCE - EROSKI,2002,Épernay,Château-Thierry,ONCE - EROSKI,ONCE - EROSKI
5.0,Soissons > Rouen,JAAN KIRSIPUU  (AG2R PREVOYANCE),2002,Soissons,Rouen,JAAN KIRSIPUU,AG2R PREVOYANCE
6.0,Forges-les-Eaux > Alençon,ERIK ZABEL  (TEAM TELEKOM),2002,Forges-les-Eaux,Alençon,ERIK ZABEL,TEAM TELEKOM
7.0,Bagnoles-de-l'Orne > Avranches,BRADLEY MC GEE  (FDJeux.com),2002,Bagnoles-de-l'Orne,Avranches,BRADLEY MC GEE,FDJeux.com
8.0,Saint-Martin-de-Landelles > Plouay,KARSTEN KROON  (RABOBANK),2002,Saint-Martin-de-Landelles,Plouay,KARSTEN KROON,RABOBANK
9.0,Lanester > Lorient,SANTIAGO BOTERO  (KELME - COSTA BLANCA),2002,Lanester,Lorient,SANTIAGO BOTERO,KELME - COSTA BLANCA
10.0,Bazas > Pau,PATRICE HALGAND  (JEAN DELATOUR),2002,Bazas,Pau,PATRICE HALGAND,JEAN DELATOUR
13.0,Lavelanet > Béziers,DAVID MILLAR  (COFIDIS CREDIT PAR TELEPHONE),2002,Lavelanet,Béziers,DAVID MILLAR,COFIDIS CREDIT PAR TELEPHONE
14.0,Lodève > Mont Ventoux,RICHARD VIRENQUE  (DOMO - FARM FRITES),2002,Lodève,Mont Ventoux,RICHARD VIRENQUE,DOMO - FARM FRITES
15.0,Vaison-la-Romaine > Les Deux Alpes,SANTIAGO BOTERO  (KELME - COSTA BLANCA),2002,Vaison-la-Romaine,Les Deux Alpes,SANTIAGO BOTERO,KELME - COSTA BLANCA
16.0,Les Deux Alpes > La Plagne,MICHAEL BOOGERD  (RABOBANK),2002,Les Deux Alpes,La Plagne,MICHAEL BOOGERD,RABOBANK
17.0,Aime > Cluses,DARIO FRIGO  (TACCONI SPORT),2002,Aime,Cluses,DARIO FRIGO,TACCONI SPORT
18.0,Cluses > Bourg-en-Bresse,THOR HUSHOVD  (CREDIT AGRICOLE),2002,Cluses,Bourg-en-Bresse,THOR HUSHOVD,CREDIT AGRICOLE
20.0,Melun > Paris,ROBBIE MC EWEN  (LOTTO - ADECCO),2002,Melun,Paris,ROBBIE MC EWEN,LOTTO - ADECCO
0.0,Paris > Paris,BRADLEY MC GEE  (FDJEUX.COM),2003,Paris,Paris,BRADLEY MC GEE,FDJEUX.COM
1.0,Montgeron > Meaux,ALESSANDRO PETACCHI  (FASSA BORTOLO),2003,Montgeron,Meaux,ALESSANDRO PETACCHI,FASSA BORTOLO
2.0,La Ferté-sous-Jouarre > Sedan,BADEN COOKE  (FDJEUX.COM),2003,La Ferté-sous-Jouarre,Sedan,BADEN COOKE,FDJEUX.COM
3.0,Charleville-Mézières > Saint-Dizier,ALESSANDRO PETACCHI  (FASSA BORTOLO),2003,Charleville-Mézières,Saint-Dizier,ALESSANDRO PETACCHI,FASSA BORTOLO
4.0,Joinville > Saint-Dizier,US POSTAL - BERRY FLOOR,2003,Joinville,Saint-Dizier,US POSTAL - BERRY FLOOR,US POSTAL - BERRY FLOOR
5.0,Troyes > Nevers,ALESSANDRO PETACCHI  (FASSA BORTOLO),2003,Troyes,Nevers,ALESSANDRO PETACCHI,FASSA BORTOLO
6.0,Nevers > Lyon,ALESSANDRO PETACCHI  (FASSA BORTOLO),2003,Nevers,Lyon,ALESSANDRO PETACCHI,FASSA BORTOLO
7.0,Lyon > Morzine,RICHARD VIRENQUE  (QUICK STEP - DAVITAMON),2003,Lyon,Morzine,RICHARD VIRENQUE,QUICK STEP - DAVITAMON
8.0,Sallanches > L'Alpe-d'Huez,IBAN MAYO  (EUSKALTEL - EUSKADI),2003,Sallanches,L'Alpe-d'Huez,IBAN MAYO,EUSKALTEL - EUSKADI
9.0,Bourg-d'Oisans > Gap,ALEXANDRE VINOKOUROV  (TEAM TELEKOM),2003,Bourg-d'Oisans,Gap,ALEXANDRE VINOKOUROV,TEAM TELEKOM
10.0,Gap > Marseille,JAKOB PIIL  (TEAM CSC),2003,Gap,Marseille,JAKOB PIIL,TEAM CSC
11.0,Narbonne > Toulouse,JUAN ANTONIO FLECHA GIANNONI  (IBANESTO.COM),2003,Narbonne,Toulouse,JUAN ANTONIO FLECHA GIANNONI,IBANESTO.COM
12.0,Gaillac > Cap Découverte,JAN ULLRICH  (TEAM BIANCHI),2003,Gaillac,Cap Découverte,JAN ULLRICH,TEAM BIANCHI
13.0,Toulouse > Ax 3 Domaines,CARLOS SASTRE  (TEAM CSC),2003,Toulouse,Ax 3 Domaines,CARLOS SASTRE,TEAM CSC
14.0,Saint-Girons > loudenvielle_le_louron,GILBERTO SIMONI  (SAECO - MACCHINE PER CAFFE),2003,Saint-Girons,loudenvielle_le_louron,GILBERTO SIMONI,SAECO - MACCHINE PER CAFFE
16.0,Pau > Bayonne,TYLER HAMILTON  (TEAM CSC),2003,Pau,Bayonne,TYLER HAMILTON,TEAM CSC
17.0,Dax > Bordeaux,SERVAIS KNAVEN  (QUICK STEP - DAVITAMON),2003,Dax,Bordeaux,SERVAIS KNAVEN,QUICK STEP - DAVITAMON
18.0,Bordeaux > Saint-Maixent-L'Ecole,PABLO LASTRAS GARCIA  (IBANESTO.COM),2003,Bordeaux,Saint-Maixent-L'Ecole,PABLO LASTRAS GARCIA,IBANESTO.COM
19.0,Pornic > Nantes,DAVID MILLAR  (COFIDIS CREDIT PAR TELEPHONE),2003,Pornic,Nantes,DAVID MILLAR,COFIDIS CREDIT PAR TELEPHONE
20.0,Ville d'Avray > Paris,JEAN-PATRICK NAZON  (JEAN DELATOUR),2003,Ville d'Avray,Paris,JEAN-PATRICK NAZON,JEAN DELATOUR
0.0,Liège > Liège,FABIAN CANCELLARA  (FASSA BORTOLO),2004,Liège,Liège,FABIAN CANCELLARA,FASSA BORTOLO
1.0,Liège > Charleroi,JAAN KIRSIPUU  (AG2R PREVOYANCE),2004,Liège,Charleroi,JAAN KIRSIPUU,AG2R PREVOYANCE
2.0,Charleroi > Namur,ROBBIE MC EWEN  (LOTTO - DOMO),2004,Charleroi,Namur,ROBBIE MC EWEN,LOTTO - DOMO
3.0,Waterloo > Wasquehal,JEAN-PATRICK NAZON  (AG2R PREVOYANCE),2004,Waterloo,Wasquehal,JEAN-PATRICK NAZON,AG2R PREVOYANCE
4.0,Cambrai > Arras Citadelle,US POSTAL - BERRY FLOOR,2004,Cambrai,Arras Citadelle,US POSTAL - BERRY FLOOR,US POSTAL - BERRY FLOOR
5.0,Amiens > Chartres,STUART O'GRADY  (COFIDIS CREDIT PAR TELEPHONE),2004,Amiens,Chartres,STUART O'GRADY,COFIDIS CREDIT PAR TELEPHONE
6.0,Bonneval > Angers,TOM BOONEN  (QUICK STEP - DAVITAMON),2004,Bonneval,Angers,TOM BOONEN,QUICK STEP - DAVITAMON
7.0,Châteaubriant > Saint-Brieuc,FILIPPO POZZATO  (FASSA BORTOLO),2004,Châteaubriant,Saint-Brieuc,FILIPPO POZZATO,FASSA BORTOLO
8.0,Lamballe > Quimper,THOR HUSHOVD  (CREDIT AGRICOLE),2004,Lamballe,Quimper,THOR HUSHOVD,CREDIT AGRICOLE
9.0,Saint-Léonard-de-Noblat > Guéret,ROBBIE MC EWEN  (LOTTO - DOMO),2004,Saint-Léonard-de-Noblat,Guéret,ROBBIE MC EWEN,LOTTO - DOMO
10.0,Limoges > Saint-Flour,RICHARD VIRENQUE  (QUICK STEP - DAVITAMON),2004,Limoges,Saint-Flour,RICHARD VIRENQUE,QUICK STEP - DAVITAMON
11.0,Saint-Flour > Figeac,DAVID MONCOUTIE  (COFIDIS CREDIT PAR TELEPHONE),2004,Saint-Flour,Figeac,DAVID MONCOUTIE,COFIDIS CREDIT PAR TELEPHONE
12.0,Castelsarrasin > La Mongie,IVAN BASSO  (TEAM CSC),2004,Castelsarrasin,La Mongie,IVAN BASSO,TEAM CSC
14.0,Carcassonne > Nimes,AÏTOR GONZALEZ  (FASSA BORTOLO),2004,Carcassonne,Nimes,AÏTOR GONZALEZ,FASSA BORTOLO
18.0,Annemasse > Lons-le-Saunier,JUAN MIGUEL MERCADO  (QUICK STEP - DAVITAMON),2004,Annemasse,Lons-le-Saunier,JUAN MIGUEL MERCADO,QUICK STEP - DAVITAMON
20.0,Montereau > Paris,TOM BOONEN  (QUICK STEP - DAVITAMON),2004,Montereau,Paris,TOM BOONEN,QUICK STEP - DAVITAMON
2.0,Challans > Les Essarts,TOM BOONEN  (QUICK STEP - INNERGETIC),2005,Challans,Les Essarts,TOM BOONEN,QUICK STEP - INNERGETIC
3.0,La Châtaigneraie > Tours,TOM BOONEN  (QUICK STEP - INNERGETIC),2005,La Châtaigneraie,Tours,TOM BOONEN,QUICK STEP - INNERGETIC
4.0,Tours > Blois,DISCOVERY CHANNEL TEAM,2005,Tours,Blois,DISCOVERY CHANNEL TEAM,DISCOVERY CHANNEL TEAM
5.0,Chambord > Montargis,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2005,Chambord,Montargis,ROBBIE MC EWEN,DAVITAMON - LOTTO
6.0,Troyes > Nancy,LORENZO BERNUCCI  (FASSA BORTOLO),2005,Troyes,Nancy,LORENZO BERNUCCI,FASSA BORTOLO
7.0,Lunéville > Karlsruhe,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2005,Lunéville,Karlsruhe,ROBBIE MC EWEN,DAVITAMON - LOTTO
8.0,Pforzheim > Gérardmer,PIETER WEENING  (RABOBANK),2005,Pforzheim,Gérardmer,PIETER WEENING,RABOBANK
9.0,Gérardmer > Mulhouse,MICHAEL RASMUSSEN  (RABOBANK),2005,Gérardmer,Mulhouse,MICHAEL RASMUSSEN,RABOBANK
10.0,Grenoble > Courchevel,ALEJANDRO VALVERDE  (ILLES BALEARS-CAISSE D EPARGNE),2005,Grenoble,Courchevel,ALEJANDRO VALVERDE,ILLES BALEARS-CAISSE D EPARGNE
11.0,Courchevel > Briançon,ALEXANDRE VINOKOUROV  (T-MOBILE TEAM),2005,Courchevel,Briançon,ALEXANDRE VINOKOUROV,T-MOBILE TEAM
12.0,Briançon > Digne-les-Bains,DAVID MONCOUTIE  (COFIDIS CREDIT PAR TELEPHONE),2005,Briançon,Digne-les-Bains,DAVID MONCOUTIE,COFIDIS CREDIT PAR TELEPHONE
13.0,Miramas > Montpellier,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2005,Miramas,Montpellier,ROBBIE MC EWEN,DAVITAMON - LOTTO
14.0,Le Cap d'Agde > Ax 3 Domaines,GEORG TOTSCHNIG  (GEROLSTEINER),2005,Le Cap d'Agde,Ax 3 Domaines,GEORG TOTSCHNIG,GEROLSTEINER
16.0,Mourenx > Pau,OSCAR PEREIRO SIO  (PHONAK HEARING SYSTEMS),2005,Mourenx,Pau,OSCAR PEREIRO SIO,PHONAK HEARING SYSTEMS
17.0,Pau > Revel,PAOLO SAVOLDELLI  (DISCOVERY CHANNEL TEAM),2005,Pau,Revel,PAOLO SAVOLDELLI,DISCOVERY CHANNEL TEAM
18.0,Albi > Mende,MARCOS ANTONIO SERRANO RODRIGUEZ  (LIBERTY SEGUROS - WÜRTH TEAM),2005,Albi,Mende,MARCOS ANTONIO SERRANO RODRIGUEZ,LIBERTY SEGUROS - WÜRTH TEAM
19.0,Issoire > Le Puy-en-Velay,GIUSEPPE GUERINI  (T-MOBILE TEAM),2005,Issoire,Le Puy-en-Velay,GIUSEPPE GUERINI,T-MOBILE TEAM
21.0,Corbeil-Essonnes > Paris,ALEXANDRE VINOKOUROV  (T-MOBILE TEAM),2005,Corbeil-Essonnes,Paris,ALEXANDRE VINOKOUROV,T-MOBILE TEAM
0.0,Strasbourg > Strasbourg,THOR HUSHOVD  (CREDIT AGRICOLE),2006,Strasbourg,Strasbourg,THOR HUSHOVD,CREDIT AGRICOLE
1.0,Strasbourg > Strasbourg,JIMMY CASPER  (COFIDIS CREDIT PAR TELEPHONE),2006,Strasbourg,Strasbourg,JIMMY CASPER,COFIDIS CREDIT PAR TELEPHONE
2.0,Obernai > Esch-sur-Alzette,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2006,Obernai,Esch-sur-Alzette,ROBBIE MC EWEN,DAVITAMON - LOTTO
3.0,Esch-sur-Alzette > Valkenburg,MATTHIAS KESSLER  (T-MOBILE TEAM),2006,Esch-sur-Alzette,Valkenburg,MATTHIAS KESSLER,T-MOBILE TEAM
4.0,Huy > Saint-Quentin,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2006,Huy,Saint-Quentin,ROBBIE MC EWEN,DAVITAMON - LOTTO
5.0,Beauvais > Caen,OSCAR FREIRE  (RABOBANK),2006,Beauvais,Caen,OSCAR FREIRE,RABOBANK
6.0,Lisieux > Vitré,ROBBIE MC EWEN  (DAVITAMON - LOTTO),2006,Lisieux,Vitré,ROBBIE MC EWEN,DAVITAMON - LOTTO
7.0,Saint-Grégoire > Rennes,SERHIY HONCHAR  (T-MOBILE TEAM),2006,Saint-Grégoire,Rennes,SERHIY HONCHAR,T-MOBILE TEAM
8.0,Saint-Meen-le-Grand > Lorient,SYLVAIN CALZATI  (AG2R PREVOYANCE),2006,Saint-Meen-le-Grand,Lorient,SYLVAIN CALZATI,AG2R PREVOYANCE
9.0,Bordeaux > Dax,OSCAR FREIRE  (RABOBANK),2006,Bordeaux,Dax,OSCAR FREIRE,RABOBANK
