Stages,Date,Start,Finish,Year
Stage 18,1982-07-22,Morzine,Saint-Priest,1982
Stage 19,1982-07-23,Saint-Priest,Saint-Priest,1982
Stage 20,1982-07-24,Sens,Aulnay-sous-Bois,1982
Stage 21,1982-07-25,Fontenay-sous-Bois,Paris,1982
Prologue,1983-07-01,Fontenay-sous-Bois,Fontenay-sous-Bois,1983
Stage 1,1983-07-02,Nogent-sur-Marne,Créteil,1983
Stage 2,1983-07-03,Soissons,Fontaine-au-Pire,1983
Stage 3,1983-07-04,Valenciennes,Roubaix,1983
Stage 4,1983-07-05,Roubaix,Le Havre,1983
Stage 5,1983-07-06,Le Havre,Le Mans,1983
Stage 6,1983-07-07,Châteaubriant,Nantes,1983
Stage 7,1983-07-08,Nantes,Ile d'Oléron,1983
Stage 8,1983-07-09,La Rochelle,Bordeaux,1983
Stage 9,1983-07-10,Bordeaux,Pau,1983
Stage 10,1983-07-11,Pau,Luchon,1983
Stage 11,1983-07-12,Luchon,Fleurance,1983
Stage 12,1983-07-13,Fleurance,Roquefort,1983
Stage 13,1983-07-14,Roquefort,Aurillac,1983
Stage 14,1983-07-15,Aurillac,Issoire,1983
Stage 15,1983-07-16,Clermont-Ferrand,Puy de Dôme,1983
Stage 16,1983-07-17,Issoire,Saint-Etienne,1983
Stage 17,1983-07-18,La Tour du Pin,L'Alpe-d'Huez,1983
Stage 18,1983-07-20,Bourg-d'Oisans,Morzine,1983
Stage 19,1983-07-21,Morzine,Avoriaz,1983
Stage 20,1983-07-22,Morzine,Dijon,1983
Stage 21,1983-07-23,Dijon,Dijon,1983
Stage 22,1983-07-24,Alfortville,Paris,1983
Prologue,1984-06-29,Montreuil,Noisy-le-Sec,1984
Stage 1,1984-06-30,Bondy,Saint-Denis,1984
Stage 2,1984-07-01,Bobigny,Louvroil,1984
Stage 3,1984-07-02,Louvroil,Valenciennes,1984
Stage 4,1984-07-02,Valenciennes,Béthune,1984
Stage 5,1984-07-03,Béthune,Cergy-Pontoise,1984
Stage 6,1984-07-04,Cergy-Pontoise,Alençon,1984
Stage 7,1984-07-05,Alençon,Le Mans,1984
Stage 8,1984-07-06,Le Mans,Nantes,1984
Stage 9,1984-07-07,Nantes,Bordeaux,1984
Stage 10,1984-07-08,Langon,Pau,1984
Stage 11,1984-07-09,Pau,Guzet-Neige,1984
Stage 12,1984-07-10,Saint-Girons,Blagnac,1984
Stage 13,1984-07-11,Blagnac,Rodez,1984
Stage 14,1984-07-12,Rodez,Domaine du Rouret,1984
Stage 15,1984-07-13,Domaine du Rouret,Grenoble,1984
Stage 16,1984-07-15,Les Echelles,La Ruchère,1984
Stage 17,1984-07-16,Grenoble,L'Alpe-d'Huez,1984
Stage 18,1984-07-17,Bourg-d'Oisans,La Plagne,1984
Stage 19,1984-07-18,Aime (La Plagne),Morzine,1984
Stage 20,1984-07-19,Morzine,Crans-Montana,1984
Stage 21,1984-07-20,Crans-Montana,Villefranche-sur-Saône,1984
Stage 22,1984-07-21,Villié-Morgon,Villefranche-sur-Saône,1984
Stage 23,1984-07-22,Pantin,Paris,1984
Prologue,1985-06-28,Plumelec,Plumelec,1985
Stage 1,1985-06-29,Vannes,Lanester,1985
Stage 2,1985-06-30,Lorient,Vitré,1985
Stage 3,1985-07-01,Vitré,Fougères,1985
Stage 4,1985-07-02,Fougères,Pont-Audemer,1985
Stage 5,1985-07-03,Neufchatel-en-Bray,Roubaix,1985
Stage 6,1985-07-04,Roubaix,Reims,1985
Stage 7,1985-07-05,Reims,Nancy,1985
Stage 8,1985-07-06,Sarrebourg,Strasbourg,1985
Stage 9,1985-07-07,Strasbourg,Epinal,1985
Stage 10,1985-07-08,Epinal,Pontarlier,1985
Stage 11,1985-07-09,Pontarlier,Avoriaz,1985
Stage 12,1985-07-10,Morzine,Lans-en-Vercors,1985
Stage 13,1985-07-11,Lans-en-Vercors,Villard-de-Lans,1985
Stage 14,1985-07-13,Autrans,Saint-Etienne,1985
Stage 15,1985-07-14,Saint-Etienne,Aurillac,1985
Stage 16,1985-07-15,Aurillac,Toulouse,1985
Stage 17,1985-07-16,Toulouse,Luz-Ardiden,1985
Stage 18.1,1985-07-17,Luz-Saint-Sauveur,Col d'Aubisque,1985
Stage 18.2,1985-07-17,Laruns,Pau,1985
Stage 19,1985-07-18,Pau,Bordeaux,1985
Stage 20,1985-07-19,Montpon-Monesterol,Limoges,1985
Stage 21,1985-07-20,Limoges,Lac de Vassivière,1985
Stage 22,1985-07-21,Orléans,Paris,1985
Prologue,1986-07-04,Boulogne-Billancourt,Boulogne-Billancourt,1986
Stage 1,1986-07-05,Nanterre,Sceaux,1986
Stage 2,1986-07-05,Meudon,Saint-Quentin-en-Yvelines,1986
Stage 3,1986-07-06,Levallois-Perret,Liévin,1986
Stage 4,1986-07-07,Liévin,Evreux,1986
Stage 5,1986-07-08,Evreux,Villers-sur-Mer,1986
Stage 6,1986-07-09,Villers-sur-Mer,Cherbourg-en-Cotentin,1986
Stage 7,1986-07-10,Cherbourg-en-Cotentin,Saint-Hilaire du Harcouët,1986
Stage 8,1986-07-11,Saint-Hilaire du Harcouët,Nantes,1986
Stage 9,1986-07-12,Nantes,Nantes,1986
Stage 10,1986-07-13,Nantes,Futuroscope,1986
Stage 11,1986-07-14,Futuroscope,Bordeaux,1986
Stage 12,1986-07-15,Bayonne,Pau,1986
Stage 13,1986-07-16,Pau,Superbagnères,1986
Stage 14,1986-07-17,Superbagnères,Blagnac,1986
Stage 15,1986-07-18,Carcassonne,Nimes,1986
Stage 16,1986-07-19,Nimes,Gap,1986
Stage 17,1986-07-20,Gap,Serre-Chevalier,1986
Stage 18,1986-07-21,Briançon,L'Alpe-d'Huez,1986
Stage 19,1986-07-23,Villard-de-Lans,Saint-Etienne,1986
Stage 20,1986-07-24,Saint-Etienne,Saint-Etienne,1986
Stage 21,1986-07-25,Saint-Etienne,Puy de Dôme,1986
Stage 22,1986-07-26,Clermont-Ferrand,Nevers,1986
Stage 23,1986-07-27,Cosne,Paris,1986
Stage 16,1986-07-16,Blagnac,Millau,1987
Prologue,1987-07-01,Berlin,Berlin,1987
Stage 1,1987-07-02,Berlin,Berlin,1987
Stage 2,1987-07-02,Berlin,Berlin,1987
Stage 3,1987-07-04,Karlsruhe,Stuttgart,1987
Stage 4,1987-07-05,Stuttgart,Pforzheim,1987
Stage 5,1987-07-05,Pforzheim,Strasbourg,1987
Stage 6,1987-07-06,Strasbourg,Epinal,1987
Stage 7,1987-07-07,Epinal,Troyes,1987
Stage 8,1987-07-08,Troyes,Epinay-sous-Sénart,1987
Stage 9,1987-07-09,Orléans,Renazé,1987
Stage 10,1987-07-10,Saumur,Futuroscope,1987
Stage 11,1987-07-11,Poitiers,Chaumeil,1987
Stage 12,1987-07-12,Brive-la-Gaillarde,Bordeaux,1987
Stage 13,1987-07-13,Bayonne,Pau,1987
Stage 14,1987-07-14,Pau,Luz-Ardiden,1987
Stage 15,1987-07-15,Tarbes,Blagnac,1987
Stage 17,1987-07-17,Millau,Avignon,1987
Stage 18,1987-07-19,Carpentras,Mont Ventoux,1987
Stage 19,1987-07-20,Valréas,Villard-de-Lans,1987
Stage 20,1987-07-21,Villard-de-Lans,L'Alpe-d'Huez,1987
Stage 21,1987-07-22,Bourg-d'Oisans,La Plagne,1987
Stage 22,1987-07-23,Aime (La Plagne),Morzine,1987
Stage 23,1987-07-24,Saint Julien en Genevois,Dijon,1987
Stage 24,1987-07-25,Dijon,Dijon,1987
Stage 25,1987-07-26,Créteil,Paris,1987
Prologue,1988-07-04,La Baule,La Baule,1988
Stage 1,1988-07-04,Pontchateau,Machecoul,1988
Stage 2,1988-07-04,La Haye Fouassière,Ancenis,1988
Stage 3,1988-07-05,Nantes,Le Mans,1988
Stage 4,1988-07-06,Le Mans,Evreux,1988
Stage 5,1988-07-07,Neufchatel-en-Bray,Liévin,1988
Stage 6,1988-07-08,Liévin,Wasquehal,1988
Stage 7,1988-07-09,Wasquehal,Reims,1988
Stage 8,1988-07-10,Reims,Nancy,1988
Stage 9,1988-07-11,Nancy,Strasbourg,1988
Stage 10,1988-07-12,Belfort,Besançon,1988
Stage 11,1988-07-13,Besançon,Morzine,1988
Stage 12,1988-07-14,Morzine,L'Alpe-d'Huez,1988
Stage 13,1988-07-15,Grenoble,Villard-de-Lans,1988
Stage 14,1988-07-17,Blagnac,Guzet-Neige,1988
Stage 15,1988-07-18,Saint-Girons,Luz-Ardiden,1988
Stage 16,1988-07-19,Tarbes,Pau,1988
Stage 17,1988-07-19,Pau,Bordeaux,1988
Stage 18,1988-07-20,Ruelle,Limoges,1988
Stage 19,1988-07-21,Limoges,Puy de Dôme,1988
Stage 20,1988-07-22,Clermont-Ferrand,Chalon-sur-Saône,1988
Stage 21,1988-07-23,Santenay,Santenay,1988
Stage 22,1988-07-24,Nemours,Paris,1988
Prologue,1989-07-01,Luxembourg,Luxembourg,1989
Stage 1,1989-07-02,Luxembourg,Luxembourg,1989
Stage 2,1989-07-02,Luxembourg,Luxembourg,1989
Stage 3,1989-07-03,Luxembourg,Spa,1989
Stage 4,1989-07-04,Liège,Wasquehal,1989
Stage 5,1989-07-06,Dinard,Rennes,1989
Stage 6,1989-07-07,Rennes,Futuroscope,1989
Stage 7,1989-07-08,Futuroscope,Bordeaux,1989
Stage 8,1989-07-09,La Bastide d'Armagnac,Pau,1989
Stage 9,1989-07-10,Pau,Cauterets,1989
Stage 10,1989-07-11,Cauterets,Superbagnères,1989
Stage 11,1989-07-12,Luchon,Blagnac,1989
Stage 12,1989-07-13,Toulouse,Montpellier,1989
Stage 13,1989-07-14,Montpellier,Marseille,1989
Stage 14,1989-07-15,Marseille,Gap,1989
Stage 15,1989-07-16,Gap,Orcières-Merlette,1989
Stage 16,1989-07-18,Gap,Briançon,1989
Stage 17,1989-07-19,Briançon,L'Alpe-d'Huez,1989
Stage 18,1989-07-20,Bourg-d'Oisans,Villard-de-Lans,1989
Stage 19,1989-07-21,Villard-de-Lans,Aix-les-Bains,1989
Stage 20,1989-07-22,Aix-les-Bains,L'Isle d'Abeau,1989
Stage 21,1989-07-23,Versailles,Paris,1989
Prologue,1990-06-30,Futuroscope,Futuroscope,1990
Stage 1,1990-07-01,Futuroscope,Futuroscope,1990
Stage 2,1990-07-01,Futuroscope,Futuroscope,1990
Stage 3,1990-07-02,Poitiers,Nantes,1990
Stage 4,1990-07-03,Nantes,Mont-Saint-Michel,1990
Stage 5,1990-07-04,Avranches,Rouen,1990
Stage 6,1990-07-06,Sarrebourg,Vittel,1990
Stage 7,1990-07-07,Vittel,Epinal,1990
Stage 8,1990-07-08,Epinal,Besançon,1990
Stage 9,1990-07-09,Besançon,Genève,1990
Stage 10,1990-07-10,Genève,Saint-Gervais,1990
Stage 11,1990-07-11,Saint-Gervais,L'Alpe-d'Huez,1990
Stage 12,1990-07-12,Fontaine,Villard-de-Lans,1990
Stage 13,1990-07-14,Villard-de-Lans,Saint-Etienne,1990
Stage 14,1990-07-15,Le Puy en Velay,Millau,1990
Stage 15,1990-07-16,Millau,Revel,1990
Stage 16,1990-07-17,Blagnac,Luz-Ardiden,1990
Stage 17,1990-07-18,Lourdes,Pau,1990
Stage 18,1990-07-19,Pau,Bordeaux,1990
Stage 19,1990-07-20,Castillon-la-Bataille,Limoges,1990
Stage 20,1990-07-21,Lac de Vassivière,Lac de Vassivière,1990
Stage 21,1990-07-22,Brétigny-sur-Orge,Paris,1990
Prologue,1991-07-06,Lyon,Lyon,1991
Stage 1,1991-07-07,Lyon,Lyon,1991
Stage 2,1991-07-07,Bron,Chassieu,1991
Stage 3,1991-07-08,Villeurbanne,Dijon,1991
Stage 4,1991-07-09,Dijon,Reims,1991
Stage 5,1991-07-10,Reims,Valenciennes,1991
Stage 6,1991-07-11,Arras Citadelle,Le Havre,1991
Stage 7,1991-07-12,Le Havre,Argentan,1991
Stage 8,1991-07-13,Argentan,Alençon,1991
Stage 9,1991-07-14,Alençon,Rennes,1991
Stage 10,1991-07-15,Rennes,Quimper,1991
Stage 11,1991-07-16,Quimper,Saint-Herblain,1991
Stage 12,1991-07-18,Pau,Jaca,1991
Stage 13,1991-07-19,Jaca,Val Louron,1991
Stage 14,1991-07-20,Saint Gaudens,Castres,1991
Stage 15,1991-07-21,Albi,Alès,1991
Stage 16,1991-07-22,Alès,Gap,1991
Stage 17,1991-07-23,Gap,L'Alpe-d'Huez,1991
Stage 18,1991-07-24,Bourg-d'Oisans,Morzine,1991
Stage 19,1991-07-25,Morzine,Aix-les-Bains,1991
Stage 20,1991-07-26,Aix-les-Bains,Macon,1991
Stage 21,1991-07-27,Lugny,Macon,1991
Stage 22,1991-07-28,Melun,Paris,1991
Prologue,1992-07-04,Saint-Sébastien,Saint-Sébastien,1992
Stage 1,1992-07-05,Saint-Sébastien,Saint-Sébastien,1992
Stage 2,1992-07-06,Saint-Sébastien,Pau,1992
Stage 3,1992-07-07,Pau,Bordeaux,1992
Stage 4,1992-07-08,Libourne,Libourne,1992
Stage 5,1992-07-09,Nogent-sur-Oise,Wasquehal,1992
Stage 6,1992-07-10,Roubaix,Bruxelles,1992
Stage 7,1992-07-11,Bruxelles,Valkenburg,1992
Stage 8,1992-07-12,Valkenburg,Coblence,1992
Stage 9,1992-07-13,Luxembourg,Luxembourg,1992
Stage 10,1992-07-14,Luxembourg,Strasbourg,1992
Stage 11,1992-07-15,Strasbourg,Mulhouse,1992
Stage 12,1992-07-17,Dole,Saint-Gervais,1992
Stage 13,1992-07-18,Saint-Gervais,Sestrières,1992
Stage 14,1992-07-19,Sestrières,L'Alpe-d'Huez,1992
Stage 15,1992-07-20,Bourg-d'Oisans,Saint-Etienne,1992
Stage 16,1992-07-21,Saint-Etienne,La Bourboule,1992
Stage 17,1992-07-22,La Bourboule,Montluçon,1992
Stage 18,1992-07-23,Montluçon,Tours,1992
Stage 19,1992-07-24,Tours,Blois,1992
Stage 20,1992-07-25,Blois,Nanterre,1992
Stage 21,1992-07-26,La Défense,Paris,1992
Prologue,1993-07-03,Puy-du-Fou,Puy-du-Fou,1993
Stage 1,1993-07-04,Luçon,Les Sables,1993
Stage 2,1993-07-05,Les Sables,Vannes,1993
Stage 3,1993-07-06,Vannes,Dinard,1993
Stage 4,1993-07-07,Dinard,Avranches,1993
Stage 5,1993-07-08,Avranches,Evreux,1993
Stage 6,1993-07-09,Evreux,Amiens,1993
Stage 7,1993-07-10,Péronne,Chalons-sur-Marne,1993
Stage 8,1993-07-11,Chalons-sur-Marne,Verdun,1993
Stage 9,1993-07-12,Lac de Madine,Lac de Madine,1993
Stage 10,1993-07-14,Villard-de-Lans,Serre-Chevalier,1993
Stage 11,1993-07-15,Serre-Chevalier,Isola 2000,1993
Stage 12,1993-07-16,Isola 2000,Marseille,1993
Stage 13,1993-07-17,Marseille,Montpellier,1993
Stage 14,1993-07-18,Montpellier,Perpignan,1993
Stage 15,1993-07-19,Perpignan,Andorre,1993
Stage 16,1993-07-21,Andorre,Saint-Lary-Soulan Col du Portet,1993
Stage 17,1993-07-22,Tarbes,Pau,1993
Stage 18,1993-07-23,Orthez,Bordeaux,1993
Stage 19,1993-07-24,Brétigny-sur-Orge,Montlhéry,1993
Stage 20,1993-07-25,Viry-Chatillon,Paris,1993
Prologue,1994-07-02,Lille,Lille,1994
Stage 1,1994-07-03,Lille,Armentieres,1994
Stage 2,1994-07-04,Roubaix,Boulogne-sur-Mer,1994
Stage 3,1994-07-05,Calais,Eurotunnel,1994
Stage 4,1994-07-06,Douvres,Brighton,1994
Stage 5,1994-07-07,Portsmouth,Portsmouth,1994
Stage 6,1994-07-08,Cherbourg-en-Cotentin,Rennes,1994
Stage 7,1994-07-09,Rennes,Futuroscope,1994
Stage 8,1994-07-10,Poitiers,Trelissac,1994
Stage 9,1994-07-11,Périgueux,Bergerac,1994
Stage 10,1994-07-12,Bergerac,Cahors,1994
Stage 11,1994-07-13,Cahors,Hautacam,1994
Stage 12,1994-07-15,Hautacam,Luz-Ardiden,1994
Stage 13,1994-07-16,Bagnères-de-Bigorre,Albi,1994
Stage 14,1994-07-17,Castres,Montpellier,1994
Stage 15,1994-07-18,Montpellier,Carpentras,1994
Stage 16,1994-07-19,Valréas,L'Alpe-d'Huez,1994
Stage 17,1994-07-20,Bourg-d'Oisans,Val Thorens,1994
Stage 18,1994-07-21,Moûtiers,Cluses,1994
Stage 19,1994-07-22,Cluses,Avoriaz,1994
Stage 20,1994-07-23,Morzine,Lac Saint Point - Malbuisson,1994
Stage 21,1994-07-24,Disneyland-Paris,Paris,1994
Prologue,1995-07-01,Saint-Brieuc,Saint-Brieuc,1995
Stage 1,1995-07-02,Dinan,Lannion,1995
Stage 2,1995-07-03,Perros-Guirec,Vitré,1995
Stage 3,1995-07-04,Mayenne,Alençon,1995
Stage 4,1995-07-05,Alençon,Le Havre,1995
Stage 5,1995-07-06,Fecamp,Dunkerque,1995
Stage 6,1995-07-07,Dunkerque,Charleroi,1995
Stage 7,1995-07-08,Charleroi,Liège,1995
Stage 8,1995-07-09,Huy,Seraing,1995
Stage 9,1995-07-11,le_grand_bornand,La Plagne,1995
Stage 10,1995-07-12,Aime,L'Alpe-d'Huez,1995
Stage 11,1995-07-13,Bourg-d'Oisans,Saint-Etienne,1995
Stage 12,1995-07-14,Saint-Etienne,Mende,1995
Stage 13,1995-07-15,Mende,Revel,1995
Stage 14,1995-07-16,Saint Orens de G.,Guzet-Neige,1995
Stage 15,1995-07-18,Saint-Girons,Cauterets,1995
Stage 16,1995-07-19,Tarbes,Pau,1995
Stage 17,1995-07-20,Pau,Bordeaux,1995
Stage 18,1995-07-21,Montpon-Monesterol,Limoges,1995
Stage 19,1995-07-22,Lac de Vassivière,Lac de Vassivière,1995
Stage 20,1995-07-23,Sainte Geneviève des Bois,Paris,1995
Prologue,1996-06-29,'s-Hertogenbosch,'s-Hertogenbosch,1996
Stage 1,1996-06-30,'s-Hertogenbosch,'s-Hertogenbosch,1996
Stage 2,1996-07-01,'s-Hertogenbosch,Wasquehal,1996
Stage 3,1996-07-02,Wasquehal,Nogent-sur-Oise,1996
Stage 4,1996-07-03,Soissons,Lac de Madine,1996
Stage 5,1996-07-04,Lac de Madine,Besançon,1996
Stage 6,1996-07-05,Arc-et-Senans,Aix-les-Bains,1996
Stage 7,1996-07-06,Chambéry,Les Arcs,1996
Stage 8,1996-07-07,Bourg Saint Maurice,val_d_isere,1996
Stage 9,1996-07-08,Monetier les Bains,Sestrières,1996
Stage 10,1996-07-09,Turin,Gap,1996
Stage 11,1996-07-11,Gap,Valence,1996
Stage 12,1996-07-12,Valence,Le Puy-en-Velay,1996
Stage 13,1996-07-13,Le Puy-en-Velay,Superbesse,1996
Stage 14,1996-07-14,Besse,Tulle,1996
Stage 15,1996-07-15,Brive-la-Gaillarde,Villeneuve sur Lot,1996
Stage 16,1996-07-16,Agen,Hautacam,1996
Stage 17,1996-07-17,Argelès-Gazost,Pampelune,1996
Stage 18,1996-07-18,Pampelune,Hendaye,1996
Stage 19,1996-07-19,Hendaye,Bordeaux,1996
Stage 20,1996-07-20,Bordeaux,Saint-Emilion,1996
Stage 21,1996-07-21,Palaiseau,Paris,1996
Prologue,1997-07-05,Rouen,Rouen,1997
Stage 1,1997-07-06,Rouen,Forges-les-Eaux,1997
Stage 2,1997-07-07,St Valery-en-Caux,Vire,1997
Stage 3,1997-07-08,Vire,Plumelec,1997
Stage 4,1997-07-09,Plumelec,Puy-du-Fou,1997
Stage 5,1997-07-10,Chantonnay,La Châtre,1997
Stage 6,1997-07-11,Le Blanc,Marennes,1997
Stage 7,1997-07-12,Marennes,Bordeaux,1997
Stage 8,1997-07-13,Sauternes,Pau,1997
Stage 9,1997-07-14,Pau,Loudenvielle,1997
Stage 10,1997-07-15,Luchon,Andorre,1997
Stage 11,1997-07-16,Andorre,Perpignan,1997
Stage 12,1997-07-18,Saint-Etienne,Saint-Etienne,1997
Stage 13,1997-07-19,Saint-Etienne,L'Alpe-d'Huez,1997
Stage 14,1997-07-20,Bourg-d'Oisans,Courchevel,1997
Stage 15,1997-07-21,Courchevel,Morzine,1997
Stage 16,1997-07-22,Morzine,Fribourg,1997
Stage 17,1997-07-23,Fribourg,Colmar,1997
Stage 18,1997-07-24,Colmar,Montbéliard,1997
Stage 19,1997-07-25,Montbéliard,Dijon,1997
Stage 20,1997-07-26,Disneyland-Paris,Disneyland-Paris,1997
Stage 21,1997-07-27,Disneyland-Paris,Paris,1997
Prologue,1998-07-11,Dublin,Dublin,1998
Stage 1,1998-07-12,Dublin,Dublin,1998
Stage 2,1998-07-13,Enniscothy,Cork,1998
Stage 3,1998-07-14,Roscoff,Lorient,1998
Stage 4,1998-07-15,Plouay,Cholet,1998
Stage 5,1998-07-16,Cholet,Chateauroux,1998
Stage 6,1998-07-17,La Châtre,Brive-la-Gaillarde,1998
Stage 7,1998-07-18,Meyrignac l'Eglise,Corrèze,1998
Stage 8,1998-07-19,Brive-la-Gaillarde,Montauban,1998
Stage 9,1998-07-20,Montauban,Pau,1998
Stage 10,1998-07-21,Pau,Luchon,1998
Stage 11,1998-07-22,Luchon,plateau_de_beille,1998
Stage 12,1998-07-24,Tarascon-sur-Ariège,Cap d'Agde,1998
Stage 13,1998-07-25,Frontignan-La-Peyrade,Carpentras,1998
Stage 14,1998-07-26,Valréas,Grenoble,1998
Stage 15,1998-07-27,Grenoble,Les Deux Alpes,1998
Stage 16,1998-07-28,Vizille,Albertville,1998
Stage 17,1998-07-29,Albertville,Aix-les-Bains,1998
Stage 18,1998-07-30,Aix-les-Bains,Neuchâtel,1998
Stage 19,1998-07-31,La Chaux-de-Fonds,Autun,1998
Stage 20,1998-08-01,Montceau-les-Mines,Le Creusot,1998
Stage 21,1998-08-02,Melun,Paris,1998
Prologue,1999-07-03,Puy-du-Fou,Puy-du-Fou,1999
Stage 1,1999-07-04,Montaigu,Challans,1999
Stage 2,1999-07-05,Challans,Saint Nazaire,1999
Stage 3,1999-07-06,Nantes,Laval,1999
Stage 4,1999-07-07,Laval,Blois,1999
Stage 5,1999-07-08,Bonneval,Amiens,1999
Stage 6,1999-07-09,Amiens,Maubeuge,1999
Stage 7,1999-07-10,Avesnes-sur-Helpe,Thionville,1999
Stage 8,1999-07-11,Metz,Metz,1999
Stage 9,1999-07-13,le_grand_bornand,Sestrières,1999
Stage 10,1999-07-14,Sestrières,L'Alpe-d'Huez,1999
Stage 11,1999-07-15,Bourg-d'Oisans,Saint-Etienne,1999
Stage 12,1999-07-16,Saint-Galmier,Saint-Flour,1999
Stage 13,1999-07-17,Saint-Flour,Albi,1999
Stage 14,1999-07-18,Castres,Saint Gaudens,1999
Stage 15,1999-07-20,Saint Gaudens,Piau-Engaly,1999
Stage 16,1999-07-21,Lannemezan,Pau,1999
Stage 17,1999-07-22,Mourenx,Bordeaux,1999
Stage 18,1999-07-23,Jonzac,Futuroscope,1999
Stage 19,1999-07-24,Futuroscope,Futuroscope,1999
Stage 20,1999-07-25,Arpajon,Paris,1999
Stage 1,2000-07-01,Futuroscope,Futuroscope,2000
Stage 2,2000-07-02,Futuroscope,Loudun,2000
Stage 3,2000-07-03,Loudun,Nantes,2000
Stage 4,2000-07-04,Nantes,Saint Nazaire,2000
Stage 5,2000-07-05,Vannes,Vitré,2000
Stage 6,2000-07-06,Vitré,Tours,2000
Stage 7,2000-07-07,Tours,Limoges,2000
Stage 8,2000-07-08,Limoges,Villeneuve sur Lot,2000
Stage 9,2000-07-09,Agen,Dax,2000
Stage 10,2000-07-10,Dax,Hautacam,2000
Stage 11,2000-07-11,Bagnères-de-Bigorre,Revel,2000
Stage 12,2000-07-13,Carpentras,Mont Ventoux,2000
Stage 13,2000-07-14,Avignon,Draguignan,2000
Stage 14,2000-07-15,Draguignan,Briançon,2000
Stage 15,2000-07-16,Briançon,Courchevel,2000
Stage 16,2000-07-18,Courchevel,Morzine,2000
Stage 17,2000-07-19,Evian-les-Bains,Lausanne,2000
Stage 18,2000-07-20,Lausanne,Fribourg-en-Brisgau,2000
Stage 19,2000-07-21,Fribourg-en-Brisgau,Mulhouse,2000
Stage 20,2000-07-22,Belfort,Troyes,2000
Stage 21,2000-07-23,Paris,Champs-Elysées,2000
Prologue,2001-07-07,Dunkerque,Dunkerque,2001
Stage 1,2001-07-08,Saint-Omer,Boulogne-sur-Mer,2001
Stage 2,2001-07-09,Calais,Anvers,2001
Stage 3,2001-07-10,Anvers,Seraing,2001
Stage 4,2001-07-11,Huy,Verdun,2001
Stage 5,2001-07-12,Verdun,Bar-Le-Duc,2001
Stage 6,2001-07-13,Commercy,Strasbourg,2001
Stage 7,2001-07-14,Strasbourg,Colmar,2001
Stage 8,2001-07-15,Colmar,Pontarlier,2001
Stage 9,2001-07-16,Pontarlier,Aix-les-Bains,2001
Stage 10,2001-07-17,Aix-les-Bains,L'Alpe-d'Huez,2001
Stage 11,2001-07-18,Grenoble,Chamrousse,2001
Stage 12,2001-07-20,Perpignan,Ax-les-Thermes,2001
Stage 13,2001-07-21,Foix,Saint-Lary-Soulan Col du Portet,2001
Stage 14,2001-07-22,Tarbes,Luz-Ardiden,2001
Stage 15,2001-07-24,Pau,Lavaur,2001
Stage 16,2001-07-25,Castelsarrasin,Sarran,2001
Stage 17,2001-07-26,Brive-la-Gaillarde,Montluçon,2001
Stage 18,2001-07-27,Montluçon,Saint-Amand-Montrond,2001
Stage 19,2001-07-28,Orléans,Evry,2001
Stage 20,2001-07-29,Corbeil-Essonnes,Paris,2001
Prologue,2002-07-06,Luxembourg,Luxembourg,2002
Stage 1,2002-07-07,Luxembourg,Luxembourg,2002
Stage 2,2002-07-08,Luxembourg,Sarrebruck,2002
Stage 3,2002-07-09,Metz,Reims,2002
Stage 4,2002-07-10,Épernay,Château-Thierry,2002
Stage 5,2002-07-11,Soissons,Rouen,2002
Stage 6,2002-07-12,Forges-les-Eaux,Alençon,2002
Stage 7,2002-07-12,Bagnoles-de-l'Orne,Avranches,2002
Stage 8,2002-07-14,Saint-Martin-de-Landelles,Plouay,2002
Stage 9,2002-07-15,Lanester,Lorient,2002
Stage 10,2002-07-17,Bazas,Pau,2002
Stage 11,2002-07-18,Pau,La Mongie,2002
Stage 12,2002-07-19,Lannemezan,plateau_de_beille,2002
Stage 13,2002-07-20,Lavelanet,Béziers,2002
Stage 14,2002-07-21,Lodève,Mont Ventoux,2002
Stage 15,2002-07-23,Vaison-la-Romaine,Les Deux Alpes,2002
Stage 16,2002-07-24,Les Deux Alpes,La Plagne,2002
Stage 17,2002-07-25,Aime,Cluses,2002
Stage 18,2002-07-26,Cluses,Bourg-en-Bresse,2002
Stage 19,2002-07-27,Regnier-Durette,Macon,2002
Stage 20,2002-07-28,Melun,Paris,2002
Prologue,2003-07-05,Paris,Paris,2003
Stage 1,2003-07-06,Montgeron,Meaux,2003
Stage 2,2003-07-07,La Ferté-sous-Jouarre,Sedan,2003
Stage 3,2003-07-08,Charleville-Mézières,Saint-Dizier,2003
Stage 4,2003-07-09,Joinville,Saint-Dizier,2003
Stage 5,2003-07-10,Troyes,Nevers,2003
Stage 6,2003-07-11,Nevers,Lyon,2003
Stage 7,2003-07-12,Lyon,Morzine,2003
Stage 8,2003-07-13,Sallanches,L'Alpe-d'Huez,2003
Stage 9,2003-07-14,Bourg-d'Oisans,Gap,2003
Stage 10,2003-07-15,Gap,Marseille,2003
Stage 11,2003-07-17,Narbonne,Toulouse,2003
Stage 12,2003-07-18,Gaillac,Cap Découverte,2003
Stage 13,2003-07-19,Toulouse,Ax 3 Domaines,2003
Stage 14,2003-07-20,Saint-Girons,loudenvielle_le_louron,2003
Stage 15,2003-07-21,Bagnères-de-Bigorre,Luz-Ardiden,2003
Stage 16,2003-07-23,Pau,Bayonne,2003
Stage 17,2003-07-24,Dax,Bordeaux,2003
