Team,Rider,Country,Year
KAS-CAMPAGNOLO,FAUSTINO FERNANDES-OVIES,ESP,1978
KAS-CAMPAGNOLO,ENRIQUE MARTINEZ-HEREDIA,ESP,1978
KAS-CAMPAGNOLO,JOSÉ NAZABAL,ESP,1978
KAS-CAMPAGNOLO,JOSÉ PESARRODONA,ESP,1978
KAS-CAMPAGNOLO,JUAN PUJOL,ESP,1978
KAS-CAMPAGNOLO,SEBASTIEN POZO,ESP,1978
KAS-CAMPAGNOLO,JÉSUS SUAREZ-CUEVAS,ESP,1978
MIKO-MERCIER,JOOP ZOETEMELK,NED,1978
MIKO-MERCIER,BARRY HOBAN,GBR,1978
MIKO-MERCIER,MAURICE LE GUILLOUX,FRA,1978
MIKO-MERCIER,RAYMOND MARTIN,FRA,1978
MIKO-MERCIER,HUBERT MATHIS,FRA,1978
MIKO-MERCIER,ANDRÉ MOLLET,FRA,1978
MIKO-MERCIER,SVEN-AKE NILSSON,SWE,1978
MIKO-MERCIER,PATRICK PERRET,FRA,1978
MIKO-MERCIER,CHRISTIAN SEZNEC,FRA,1978
MIKO-MERCIER,CHARLY ROUXEL,FRA,1978
RENAULT-GITANE,BERNARD HINAULT,FRA,1978
RENAULT-GITANE,JEAN-RENÉ BERNAUDEAU,FRA,1978
RENAULT-GITANE,YVON BERTIN,FRA,1978
RENAULT-GITANE,JACQUES BOSSIS,FRA,1978
RENAULT-GITANE,ANDRÉ CHALMEL,FRA,1978
RENAULT-GITANE,GILBERT CHAUMAZ,FRA,1978
RENAULT-GITANE,LUCIEN DIDIER,LUX,1978
RENAULT-GITANE,BERNARD QUILFEN,FRA,1978
RENAULT-GITANE,WILLY TEIRLINCK,BEL,1978
RENAULT-GITANE,PIERRE-RAYMOND VILLEMIANE,FRA,1978
TEKA,PEDRO TORRES,ESP,1978
TEKA,BERNARDO ALFONSEL,ESP,1978
TEKA,JAVIER ELORRIAGA,ESP,1978
TEKA,EULALIO GARCIA,ESP,1978
TEKA,MIGUEL-MARIA LASA,ESP,1978
TEKA,PAULINO MARTINEZ,ESP,1978
TEKA,JOSÉ MARTINS FREITAS,POR,1978
TEKA,ANTONIO MENENDEZ,ESP,1978
TEKA,ANDRES OLIVA,ESP,1978
TEKA,PEDRO VILARDEBO,ESP,1978
LEJEUNE-BP,ROGER LEGEAY,FRA,1978
LEJEUNE-BP,PIERRE BAZZO,FRA,1978
LEJEUNE-BP,FEDOR DEN HERTOG,NED,1978
LEJEUNE-BP,PATRICK FRIOU,FRA,1978
LEJEUNE-BP,JOËL GALLOPIN,FRA,1978
LEJEUNE-BP,JEAN-LOUIS GAUTHIER,FRA,1978
LEJEUNE-BP,DANIEL GISIGER,SUI,1978
LEJEUNE-BP,ANTOINE GUTIERREZ,FRA,1978
LEJEUNE-BP,MICHEL LE DEMMAT,FRA,1978
LEJEUNE-BP,EUGÈNE PLET,FRA,1978
FIAT-LA FRANCE,JEAN-JACQUES FUSSIEN,FRA,1978
FIAT-LA FRANCE,SERGE BEUCHERIE,FRA,1978
FIAT-LA FRANCE,ALAIN BUDET,FRA,1978
FIAT-LA FRANCE,ALAIN DE CARVALHO,FRA,1978
FIAT-LA FRANCE,JACKY HARDY,FRA,1978
FIAT-LA FRANCE,GILBERT LE LAY,FRA,1978
FIAT-LA FRANCE,DOMINIQUE SANDERS,FRA,1978
FIAT-LA FRANCE,PHILIPPE TESNIERES,FRA,1978
FIAT-LA FRANCE,DIDIER VAN VLASLAER,FRA,1978
FIAT-LA FRANCE,PAUL SHERWEN,GBR,1978
VELDA-LANO-FLANDRIA,FREDDY MAERTENS,BEL,1978
VELDA-LANO-FLANDRIA,MICHEL POLLENTIER,BEL,1978
VELDA-LANO-FLANDRIA,JOAQUIM AGOSTINHO,POR,1978
VELDA-LANO-FLANDRIA,HERMANN Beyssens,BEL,1978
VELDA-LANO-FLANDRIA,RENÉ BITTINGER,FRA,1978
VELDA-LANO-FLANDRIA,MARC DEMEYER,BEL,1978
VELDA-LANO-FLANDRIA,SEAN KELLY,IRL,1978
VELDA-LANO-FLANDRIA,CHRISTIAN MUSELET,FRA,1978
VELDA-LANO-FLANDRIA,MARCEL TINAZZI,FRA,1978
VELDA-LANO-FLANDRIA,ALBERT VAN VLIERBERGHE,BEL,1978
JOBO-SUPERIA,MARIANO MARTINEZ,FRA,1978
JOBO-SUPERIA,DINO BERTOLO,FRA,1978
JOBO-SUPERIA,JEAN-PIERRE BIDERRE,FRA,1978
JOBO-SUPERIA,DANTE COCCOLO,FRA,1978
JOBO-SUPERIA,PHILIPPE DUREL,FRA,1978
JOBO-SUPERIA,HERVÉ INAUDI,FRA,1978
JOBO-SUPERIA,FERDINAND JULIEN,FRA,1978
JOBO-SUPERIA,ALAIN PATRITTI,FRA,1978
JOBO-SUPERIA,JEAN-FRANÇOIS PESCHEUX,FRA,1978
JOBO-SUPERIA,ANDRÉ ROMERO,FRA,1978
RENAULT-GITANE,BERNARD HINAULT,FRA,1979
RENAULT-GITANE,HUBERT ARBES,FRA,1979
RENAULT-GITANE,BERNARD BECAAS,FRA,1979
RENAULT-GITANE,JEAN-RENÉ BERNAUDEAU,FRA,1979
RENAULT-GITANE,ANDRÉ CHALMEL,FRA,1979
RENAULT-GITANE,JEAN CHASSANG,FRA,1979
RENAULT-GITANE,GILBERT CHAUMAZ,FRA,1979
RENAULT-GITANE,LUCIEN DIDIER,LUX,1979
RENAULT-GITANE,MAURICE LE GUILLOUX,FRA,1979
RENAULT-GITANE,PIERRE-RAYMOND VILLEMIANE,FRA,1979
MIKO-MERCIER,JOOP ZOETEMELK,NED,1979
MIKO-MERCIER,PATRICK FRIOU,FRA,1979
MIKO-MERCIER,JOËL GALLOPIN,FRA,1979
MIKO-MERCIER,JEAN-LOUIS GAUTHIER,FRA,1979
MIKO-MERCIER,CHRISTIAN LEVAVASSEUR,FRA,1979
MIKO-MERCIER,RAYMOND MARTIN,FRA,1979
MIKO-MERCIER,HUBERT MATHIS,FRA,1979
MIKO-MERCIER,ANDRÉ MOLLET,FRA,1979
MIKO-MERCIER,SVEN-AKE NILSSON,SWE,1979
MIKO-MERCIER,CHRISTIAN SEZNEC,FRA,1979
FLANDRIA-CA VA SEUL,JOAQUIM AGOSTINHO,POR,1979
FLANDRIA-CA VA SEUL,RENÉ BITTINGER,FRA,1979
FLANDRIA-CA VA SEUL,PATRICK BONNET,FRA,1979
FLANDRIA-CA VA SEUL,MARC DEMEYER,BEL,1979
FLANDRIA-CA VA SEUL,HENDRIK DEVOS,BEL,1979
FLANDRIA-CA VA SEUL,JOS DE SCHOENMACKER,BEL,1979
FLANDRIA-CA VA SEUL,RENÉ MARTENS,BEL,1979
FLANDRIA-CA VA SEUL,JACQUES MICHAUD,FRA,1979
FLANDRIA-CA VA SEUL,PATRICE THEVENARD,FRA,1979
FLANDRIA-CA VA SEUL,POL VERSCHUERE,BEL,1979
RALEIGH-McGREGOR,GERRIE KNETEMANN,NED,1979
RALEIGH-McGREGOR,HENK LUBBERDING,NED,1979
RALEIGH-McGREGOR,STEFAN MUTTER,SUI,1979
RALEIGH-McGREGOR,BERT PRONK,NED,1979
RALEIGH-McGREGOR,JAN RAAS,NED,1979
RALEIGH-McGREGOR,UELI SUTTER,SUI,1979
RALEIGH-McGREGOR,JOHAN VAN DER VELDE,NED,1979
RALEIGH-McGREGOR,LÉO VAN VLIET,NED,1979
RALEIGH-McGREGOR,PAUL WELLENS,BEL,1979
RALEIGH-McGREGOR,WILFRIED WESEMAEL,BEL,1979
KAS,LUCIEN VAN IMPE,BEL,1979
KAS,BERNARDO ALFONSEL,ESP,1979
KAS,JOSEPH BORGUET,FRA,1979
KAS,CLAUDE CRIQUIELION,BEL,1979
KAS,RENÉ DILLEN,BEL,1979
KAS,FRANCISCO GALDOS,ESP,1979
KAS,RAFAËL LADRON DE GUEVARRA,ESP,1979
KAS,WILLY TEIRLINCK,BEL,1979
KAS,PEDRO VILARDEBO,ESP,1979
KAS,FRANS VAN LOOY,BEL,1979
LA REDOUTE-MOTOBECANE,MARIANO MARTINEZ,FRA,1979
LA REDOUTE-MOTOBECANE,PIERRE BAZZO,FRA,1979
LA REDOUTE-MOTOBECANE,CHRISTIAN JOURDAN,FRA,1979
LA REDOUTE-MOTOBECANE,GÉRARD MACE,FRA,1979
LA REDOUTE-MOTOBECANE,JEAN-MARIE MICHEL,FRA,1979
LA REDOUTE-MOTOBECANE,ALAIN PATRITTI,FRA,1979
LA REDOUTE-MOTOBECANE,JEAN-FRANÇOIS PESCHEUX,FRA,1979
LA REDOUTE-MOTOBECANE,CHRISTIAN POIRIER,FRA,1979
LA REDOUTE-MOTOBECANE,DIDIER VANOVERSCHEDE,FRA,1979
LA REDOUTE-MOTOBECANE,BERNARD VALLET,FRA,1979
PEUGEOT-ESSO,HENNIE KUIPER,NED,1979
PEUGEOT-ESSO,JACQUES BOSSIS,FRA,1979
PEUGEOT-ESSO,BERNARD BOURREAU,FRA,1979
PEUGEOT-ESSO,JOSÉ DE CAUWER,BEL,1979
PEUGEOT-ESSO,GILBERT DUCLOS-LASSALLE,FRA,1979
PEUGEOT-ESSO,JACQUES ESCLASSAN,FRA,1979
PEUGEOT-ESSO,YVES HEZARD,FRA,1979
PEUGEOT-ESSO,MICHEL LAURENT,FRA,1979
PEUGEOT-ESSO,ROGER LEGEAY,FRA,1979
PEUGEOT-ESSO,PATRICK PERRET,FRA,1979
TEKA,MANUEL ESPARZA,ESP,1979
TEKA,FAUSTINO FERNANDES-OVIES,ESP,1979
TEKA,EULALIO GARCIA,ESP,1979
TEKA,MIGUEL GUTIERREZ,ESP,1979
TEKA,JÜRGEN KRAFT,GER,1979
TEKA,VICENTE LOPEZ-CARRIL,ESP,1979
TEKA,ANDRES OLIVA,ESP,1979
TEKA,JOSÉ PESARRODONA,ESP,1979
TEKA,DOMINIQUE SANDERS,FRA,1979
TEKA,JOSÉ-LUIS VIEJO,ESP,1979
FIAT-LA FRANCE,ROBERT ALBAN,FRA,1979
FIAT-LA FRANCE,MICHEL BALBUENA,ESP,1979
FIAT-LA FRANCE,SERGE BEUCHERIE,FRA,1979
FIAT-LA FRANCE,DIDIER BOURRIER,FRA,1979
FIAT-LA FRANCE,ALAIN DE CARVALHO,FRA,1979
FIAT-LA FRANCE,FERDINAND JULIEN,FRA,1979
FIAT-LA FRANCE,GILBERT LE LAY,FRA,1979
FIAT-LA FRANCE,ALAIN MESLET,FRA,1979
FIAT-LA FRANCE,PHILIPPE TESNIERES,FRA,1979
FIAT-LA FRANCE,PAUL SHERWEN,GBR,1979
IJSBOERKE-WARNCKE,DIETRICH THURAU,GER,1979
IJSBOERKE-WARNCKE,RUDY COLMAN,BEL,1979
IJSBOERKE-WARNCKE,LUDO DELCROIX,BEL,1979
IJSBOERKE-WARNCKE,FEDOR DEN HERTOG,NED,1979
IJSBOERKE-WARNCKE,ANDRÉ DIERICKX,BEL,1979
IJSBOERKE-WARNCKE,JOS JACOBS,BEL,1979
IJSBOERKE-WARNCKE,LUDO PEETERS,BEL,1979
IJSBOERKE-WARNCKE,RUDY PEVENAGE,BEL,1979
IJSBOERKE-WARNCKE,JOS VAN DE POEL,BEL,1979
IJSBOERKE-WARNCKE,GERRY VERLINDEN,BEL,1979
SPLENDOR-EURO SOAP,MICHEL POLLENTIER,BEL,1979
SPLENDOR-EURO SOAP,HERMANN Beyssens,BEL,1979
SPLENDOR-EURO SOAP,ALAIN DE SAEVER,BEL,1979
SPLENDOR-EURO SOAP,CHRISTIAN DUMONT,BEL,1979
SPLENDOR-EURO SOAP,PAUL JEZZON,NZL,1979
SPLENDOR-EURO SOAP,SEAN KELLY,IRL,1979
SPLENDOR-EURO SOAP,LUDO LOOS,BEL,1979
SPLENDOR-EURO SOAP,LUDO MALFAIT,BEL,1979
SPLENDOR-EURO SOAP,WIM MYNGHEER,BEL,1979
SPLENDOR-EURO SOAP,ROGER VERSCHAEVE,BEL,1979
BIANCHI-FAEMA,JOHAN DE MUYNCK,BEL,1979
BIANCHI-FAEMA,GIOVANNI CAVALCANTI,ITA,1979
BIANCHI-FAEMA,ALDO DONADELLO,ITA,1979
BIANCHI-FAEMA,KNUT KNUDSEN,NOR,1979
BIANCHI-FAEMA,VALERIO LUALDI,ITA,1979
BIANCHI-FAEMA,SERGIO PARSANI,ITA,1979
BIANCHI-FAEMA,ALESSANDRO POZZI,ITA,1979
BIANCHI-FAEMA,GLAUCO SANTONI,ITA,1979
BIANCHI-FAEMA,ALEX VAN LINDEN,BEL,1979
BIANCHI-FAEMA,RIK VAN LINDEN,BEL,1979
DAF TRUCKS,EDDY SCHEPERS,BEL,1979
DAF TRUCKS,MAURIZIO BELLET,ITA,1979
DAF TRUCKS,EMIEL DE HAES,BEL,1979
DAF TRUCKS,JO MAAS,NED,1979
DAF TRUCKS,ROBERT MINTKIEWICZ,FRA,1979
DAF TRUCKS,PATRICK PEVENAGE,BEL,1979
DAF TRUCKS,GERHARD SCHONBACHER,AUT,1979
DAF TRUCKS,WILLIAM TACKAERT,BEL,1979
DAF TRUCKS,GUIDO VAN CALSTER,BEL,1979
DAF TRUCKS,JACQUES VERBRUGGE,NED,1979
INOXPRAN,GIOVANNI BATTAGLIN,ITA,1979
INOXPRAN,NAZZARENO BERTO,ITA,1979
INOXPRAN,PATRICK BUSOLINI,FRA,1979
INOXPRAN,GIANFRANCO FORESTI,ITA,1979
INOXPRAN,BRUNO LEALI,ITA,1979
INOXPRAN,RICCARDO MAGRINI,ITA,1979
INOXPRAN,GIOVANNI MANTOVANI,ITA,1979
INOXPRAN,LUIGINO MORO,ITA,1979
INOXPRAN,PASQUALE PUGLIESE,ITA,1979
INOXPRAN,DORINO VANZO,ITA,1979
MAGNIFLEX-FAMCUCINE,GIANBATTISTA BARONCHELLI,ITA,1979
MAGNIFLEX-FAMCUCINE,GAETANO BARONCHELLI,ITA,1979
MAGNIFLEX-FAMCUCINE,PER BAUSAGER,DEN,1979
MAGNIFLEX-FAMCUCINE,ROBERTO CERUTI,ITA,1979
MAGNIFLEX-FAMCUCINE,BERNT JOHANSSON,SWE,1979
MAGNIFLEX-FAMCUCINE,JORGEN MARCUSSEN,DEN,1979
MAGNIFLEX-FAMCUCINE,IGNAZIO PALEARI,ITA,1979
MAGNIFLEX-FAMCUCINE,WALTER POLINI,ITA,1979
MAGNIFLEX-FAMCUCINE,ALMICARE SGALBAZZI,ITA,1979
MAGNIFLEX-FAMCUCINE,ALFIO VANDI,ITA,1979
RENAULT-GITANE,BERNARD HINAULT,FRA,1980
RENAULT-GITANE,HUBERT ARBES,FRA,1980
RENAULT-GITANE,BERNARD BECAAS,FRA,1980
RENAULT-GITANE,JEAN-RENÉ BERNAUDEAU,FRA,1980
RENAULT-GITANE,YVON BERTIN,FRA,1980
RENAULT-GITANE,PATRICK BONNET,FRA,1980
RENAULT-GITANE,JEAN CHASSANG,FRA,1980
RENAULT-GITANE,MAURICE LE GUILLOUX,FRA,1980
RENAULT-GITANE,BERNARD QUILFEN,FRA,1980
RENAULT-GITANE,PIERRE-RAYMOND VILLEMIANE,FRA,1980
TI-RALEIGH-CREDA,JOOP ZOETEMELK,NED,1980
TI-RALEIGH-CREDA,GERRIE KNETEMANN,NED,1980
TI-RALEIGH-CREDA,HENK LUBBERDING,NED,1980
TI-RALEIGH-CREDA,BERT OOSTERBOSCH,NED,1980
TI-RALEIGH-CREDA,CEES PRIEM,NED,1980
TI-RALEIGH-CREDA,BERT PRONK,NED,1980
TI-RALEIGH-CREDA,JAN RAAS,NED,1980
TI-RALEIGH-CREDA,JOHAN VAN DER VELDE,NED,1980
TI-RALEIGH-CREDA,LÉO VAN VLIET,NED,1980
TI-RALEIGH-CREDA,PAUL WELLENS,BEL,1980
PUCH-SEM,JOAQUIM AGOSTINHO,POR,1980
PUCH-SEM,PATRICK BUSOLINI,FRA,1980
PUCH-SEM,MARCO ANTONIO CHAGAS MARTINS,POR,1980
PUCH-SEM,ALAIN DE CARVALHO,FRA,1980
PUCH-SEM,HANS-PETER JAKST,GER,1980
PUCH-SEM,JACQUES MICHAUD,FRA,1980
PUCH-SEM,RÉGIS OVION,FRA,1980
PUCH-SEM,DIETRICH THURAU,GER,1980
PUCH-SEM,JEAN TOSO,FRA,1980
PUCH-SEM,JOSTEIN WILMANN,NOR,1980
PEUGEOT-ESSO-MICHELIN,HENNIE KUIPER,NED,1980
PEUGEOT-ESSO-MICHELIN,JACQUES BOSSIS,FRA,1980
PEUGEOT-ESSO-MICHELIN,FRÉDERIC BRUN,FRA,1980
PEUGEOT-ESSO-MICHELIN,BERNARD BOURREAU,FRA,1980
PEUGEOT-ESSO-MICHELIN,GILBERT DUCLOS-LASSALLE,FRA,1980
PEUGEOT-ESSO-MICHELIN,GRAHAM JONES,GBR,1980
PEUGEOT-ESSO-MICHELIN,ROGER LEGEAY,FRA,1980
PEUGEOT-ESSO-MICHELIN,HUBERT LINARD,FRA,1980
PEUGEOT-ESSO-MICHELIN,PATRICK PERRET,FRA,1980
PEUGEOT-ESSO-MICHELIN,PASCAL SIMON,FRA,1980
DAF TRUCKS-LEJEUNE,JO MAAS,NED,1980
DAF TRUCKS-LEJEUNE,HENDRIK DEVOS,BEL,1980
DAF TRUCKS-LEJEUNE,DIRK HEIRWEG,BEL,1980
DAF TRUCKS-LEJEUNE,HANS LANGERIJS,NED,1980
DAF TRUCKS-LEJEUNE,RENÉ MARTENS,BEL,1980
DAF TRUCKS-LEJEUNE,GUY NULENS,BEL,1980
DAF TRUCKS-LEJEUNE,PATRICK PEVENAGE,BEL,1980
DAF TRUCKS-LEJEUNE,EDDY SCHEPERS,BEL,1980
DAF TRUCKS-LEJEUNE,HENNIE STAMSNIJDER,NED,1980
DAF TRUCKS-LEJEUNE,WILLIAM TACKAERT,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,MICHEL POLLENTIER,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,HERMANN Beyssens,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,JOSEPH BORGUET,FRA,1980
SPLENDOR-ADMIRAL-TV EKSPRES,CLAUDE CRIQUIELION,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,JOHAN DE MUYNCK,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,ALAIN DE SAEVER,BEL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,SEAN KELLY,IRL,1980
SPLENDOR-ADMIRAL-TV EKSPRES,ALAIN MESLET,FRA,1980
SPLENDOR-ADMIRAL-TV EKSPRES,DANIEL PLUMMER,FRA,1980
SPLENDOR-ADMIRAL-TV EKSPRES,GUIDO VAN CALSTER,BEL,1980
MARC-IWC-VRD,LUCIEN VAN IMPE,BEL,1980
MARC-IWC-VRD,JOS DE SCHOENMACKER,BEL,1980
MARC-IWC-VRD,MARC DIERICKX,BEL,1980
MARC-IWC-VRD,FRANK HOSTE,BEL,1980
MARC-IWC-VRD,CHARLES JOCHUMS,BEL,1980
MARC-IWC-VRD,MARCEL LAURENS,BEL,1980
MARC-IWC-VRD,LUDO LOOS,BEL,1980
MARC-IWC-VRD,MARC RENIER,BEL,1980
MARC-IWC-VRD,JOS SCHIPPER,NED,1980
MARC-IWC-VRD,GERHARD SCHONBACHER,AUT,1980
MIKO-MERCIER-VIVAGEL,SVEN-AKE NILSSON,SWE,1980
MIKO-MERCIER-VIVAGEL,RENÉ BITTINGER,FRA,1980
MIKO-MERCIER-VIVAGEL,PATRICK FRIOU,FRA,1980
MIKO-MERCIER-VIVAGEL,JOËL GALLOPIN,FRA,1980
MIKO-MERCIER-VIVAGEL,JEAN-LOUIS GAUTHIER,FRA,1980
MIKO-MERCIER-VIVAGEL,DIDIER LEBAUD,FRA,1980
MIKO-MERCIER-VIVAGEL,CHRISTIAN LEVAVASSEUR,FRA,1980
MIKO-MERCIER-VIVAGEL,RAYMOND MARTIN,FRA,1980
MIKO-MERCIER-VIVAGEL,HUBERT MATHIS,FRA,1980
MIKO-MERCIER-VIVAGEL,CHRISTIAN SEZNEC,FRA,1980
LA REDOUTE-MOTOBECANE,MARIANO MARTINEZ,FRA,1980
LA REDOUTE-MOTOBECANE,ROBERT ALBAN,FRA,1980
LA REDOUTE-MOTOBECANE,PIERRE BAZZO,FRA,1980
LA REDOUTE-MOTOBECANE,CHRISTIAN JOURDAN,FRA,1980
LA REDOUTE-MOTOBECANE,JEAN-MARIE MICHEL,FRA,1980
LA REDOUTE-MOTOBECANE,PAUL SHERWEN,GBR,1980
LA REDOUTE-MOTOBECANE,BERNARD VALLET,FRA,1980
LA REDOUTE-MOTOBECANE,DIDIER VANOVERSCHEDE,FRA,1980
LA REDOUTE-MOTOBECANE,JEAN-LUC VANDENBROUCKE,BEL,1980
LA REDOUTE-MOTOBECANE,FERDI VAN DEN HAUTE,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,GERRY VERLINDEN,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,RONNY CLAES,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,LUDO DELCROIX,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,ETRIC VAN DE WIELE,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,JOS JACOBS,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,LUDO PEETERS,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,RUDY PEVENAGE,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,POL VERSCHUERE,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,DIRK WAYENBERG,BEL,1980
IJSBOERKE-WARNCKE-KOGA MIYATA,LUDWIG WIJNANTS,BEL,1980
BOSTON-MAVIC-AMIS DU TOUR,PAUL DE KEYSER,BEL,1980
BOSTON-MAVIC-AMIS DU TOUR,PHILIPPE DUREL,FRA,1980
BOSTON-MAVIC-AMIS DU TOUR,ERICH JAGSCH,AUT,1980
BOSTON-MAVIC-AMIS DU TOUR,JAN JONKERS,NED,1980
BOSTON-MAVIC-AMIS DU TOUR,FERDINAND JULIEN,FRA,1980
BOSTON-MAVIC-AMIS DU TOUR,JACQUES OSMONT,FRA,1980
BOSTON-MAVIC-AMIS DU TOUR,PHILIPPE TESNIERES,FRA,1980
BOSTON-MAVIC-AMIS DU TOUR,PATRICE THEVENARD,FRA,1980
BOSTON-MAVIC-AMIS DU TOUR,BENNY VERMEULEN,BEL,1980
BOSTON-MAVIC-AMIS DU TOUR,ALAIN VIGNERON,FRA,1980
TEKA,BERNARD THEVENET,FRA,1980
TEKA,BERNARDO ALFONSEL,ESP,1980
TEKA,ROLF HALLER,GER,1980
TEKA,MANUEL ESPARZA,ESP,1980
TEKA,ALBERTO FERNANDEZ DE LA PUEBLA RAMOS,ESP,1980
TEKA,ISMAËL LEJARETTA,ESP,1980
TEKA,PAULINO MARTINEZ,ESP,1980
TEKA,JOSÉ-LUIS MAYOZ,ESP,1980
TEKA,DOMINIQUE SANDERS,FRA,1980
TEKA,KLAUS-PETER THALER,GER,1980
KELME,PEDRO TORRES,ESP,1980
KELME,FRANCISCO-RAMON ALBEDA,ESP,1980
KELME,VICENTE BELDA,ESP,1980
KELME,FRANCISCO FERNANDEZ-MORENO,ESP,1980
KELME,JORGE FORTIA,ESP,1980
KELME,FRANCISCO GALDOS,ESP,1980
KELME,JÉSUS GUZMAN,ESP,1980
KELME,ANDRES OLIVA,ESP,1980
KELME,JUAN PUJOL,ESP,1980
KELME,FELIPE YANEZ,ESP,1980
TI-RALEIGH-CREDA,JOOP ZOETEMELK,NED,1981
TI-RALEIGH-CREDA,URS FREULER,SUI,1981
TI-RALEIGH-CREDA,FRANK HOSTE,BEL,1981
TI-RALEIGH-CREDA,GERRIE KNETEMANN,NED,1981
TI-RALEIGH-CREDA,HENK LUBBERDING,NED,1981
TI-RALEIGH-CREDA,LUDO PEETERS,BEL,1981
TI-RALEIGH-CREDA,CEES PRIEM,NED,1981
TI-RALEIGH-CREDA,AAD VAN DEN HOEK,BEL,1981
TI-RALEIGH-CREDA,JOHAN VAN DER VELDE,NED,1981
TI-RALEIGH-CREDA,AD WIJNANDS,NED,1981
PEUGEOT-ESSO-MICHELIN,JEAN-RENÉ BERNAUDEAU,FRA,1981
PEUGEOT-ESSO-MICHELIN,PHIL ANDERSON,AUS,1981
PEUGEOT-ESSO-MICHELIN,JACQUES BOSSIS,FRA,1981
PEUGEOT-ESSO-MICHELIN,BERNARD BOURREAU,FRA,1981
PEUGEOT-ESSO-MICHELIN,GILBERT DUCLOS-LASSALLE,FRA,1981
PEUGEOT-ESSO-MICHELIN,GRAHAM JONES,GBR,1981
PEUGEOT-ESSO-MICHELIN,MICHEL LAURENT,FRA,1981
PEUGEOT-ESSO-MICHELIN,ROGER LEGEAY,FRA,1981
PEUGEOT-ESSO-MICHELIN,HUBERT LINARD,FRA,1981
PEUGEOT-ESSO-MICHELIN,PATRICK PERRET,FRA,1981
MIKO-MERCIER-VIVAGEL,RAYMOND MARTIN,FRA,1981
MIKO-MERCIER-VIVAGEL,KIM ANDERSEN,DEN,1981
MIKO-MERCIER-VIVAGEL,RÉGIS CLERE,FRA,1981
MIKO-MERCIER-VIVAGEL,PATRICK FRIOU,FRA,1981
MIKO-MERCIER-VIVAGEL,JOËL GALLOPIN,FRA,1981
MIKO-MERCIER-VIVAGEL,JEAN-LOUIS GAUTHIER,FRA,1981
MIKO-MERCIER-VIVAGEL,DIDIER LEBAUD,FRA,1981
MIKO-MERCIER-VIVAGEL,CHRISTIAN LEVAVASSEUR,FRA,1981
MIKO-MERCIER-VIVAGEL,HUBERT MATHIS,FRA,1981
MIKO-MERCIER-VIVAGEL,CHRISTIAN SEZNEC,FRA,1981
WICKES-SPLENDOR-EUROP DECOR,JOHAN DE MUYNCK,BEL,1981
WICKES-SPLENDOR-EUROP DECOR,JOHNNY BROERS,NED,1981
WICKES-SPLENDOR-EUROP DECOR,RUDY COLMAN,BEL,1981
WICKES-SPLENDOR-EUROP DECOR,CLAUDE CRIQUIELION,BEL,1981
WICKES-SPLENDOR-EUROP DECOR,SEAN KELLY,IRL,1981
WICKES-SPLENDOR-EUROP DECOR,SVEN-AKE NILSSON,SWE,1981
WICKES-SPLENDOR-EUROP DECOR,EDDY PLANCKAERT,BEL,1981
WICKES-SPLENDOR-EUROP DECOR,WALTER PLANCKAERT,BEL,1981
WICKES-SPLENDOR-EUROP DECOR,EUGÈNE URBANY,LUX,1981
WICKES-SPLENDOR-EUROP DECOR,GUIDO VAN CALSTER,BEL,1981
SEM-FRANCE-LOIRE,JOAQUIM AGOSTINHO,POR,1981
SEM-FRANCE-LOIRE,SERGE BEUCHERIE,FRA,1981
SEM-FRANCE-LOIRE,PATRICK CLERC,FRA,1981
SEM-FRANCE-LOIRE,JEAN-PAUL HOSOTTE,FRA,1981
SEM-FRANCE-LOIRE,PATRICK HOSOTTE,FRA,1981
SEM-FRANCE-LOIRE,FERNANDO MENDES,POR,1981
SEM-FRANCE-LOIRE,JACQUES MICHAUD,FRA,1981
SEM-FRANCE-LOIRE,PATRICK MOERLEN,SUI,1981
SEM-FRANCE-LOIRE,ALBERT ZWEIFEL,SUI,1981
SEM-FRANCE-LOIRE,MARCEL TINAZZI,FRA,1981
LA REDOUTE-MOTOBECANE,ROBERT ALBAN,FRA,1981
LA REDOUTE-MOTOBECANE,PIERRE BAZZO,FRA,1981
LA REDOUTE-MOTOBECANE,MARC DURANT,FRA,1981
LA REDOUTE-MOTOBECANE,MARIANO MARTINEZ,FRA,1981
LA REDOUTE-MOTOBECANE,JEAN-FRANÇOIS PESCHEUX,FRA,1981
LA REDOUTE-MOTOBECANE,PAUL SHERWEN,GBR,1981
